C applying rule 24.txt for base40.txt
I    5.00] Elapsed: 5.00, vertices: 105, facets final: 35, pending: 5251, pool: 144
I   10.00] Elapsed: 10.00, vertices: 163, facets final: 80, pending: 8064, pool: 170
I   15.08] Elapsed: 15.08, vertices: 203, facets final: 133, pending: 10792, pool: 182
I   20.14] Elapsed: 20.14, vertices: 236, facets final: 201, pending: 12292, pool: 187
I   25.23] Elapsed: 25.23, vertices: 262, facets final: 244, pending: 13431, pool: 199
I   30.32] Elapsed: 30.32, vertices: 290, facets final: 275, pending: 15095, pool: 198
I   35.45] Elapsed: 35.45, vertices: 315, facets final: 304, pending: 16872, pool: 199
I   40.46] Elapsed: 40.46, vertices: 337, facets final: 321, pending: 18151, pool: 199
I   45.56] Elapsed: 45.56, vertices: 358, facets final: 350, pending: 19236, pool: 199
I   50.73] Elapsed: 50.73, vertices: 378, facets final: 376, pending: 19985, pool: 199
I   55.85] Elapsed: 55.85, vertices: 397, facets final: 397, pending: 20812, pool: 198
I   61.03] Elapsed: 1:01, vertices: 415, facets final: 425, pending: 21376, pool: 198
I   66.18] Elapsed: 1:06, vertices: 433, facets final: 464, pending: 22168, pool: 196
I   71.41] Elapsed: 1:11, vertices: 450, facets final: 500, pending: 23047, pool: 200
I   76.69] Elapsed: 1:17, vertices: 468, facets final: 525, pending: 24061, pool: 200
I   81.97] Elapsed: 1:22, vertices: 485, facets final: 540, pending: 24765, pool: 200
I   86.99] Elapsed: 1:27, vertices: 500, facets final: 562, pending: 24980, pool: 199
I   92.20] Elapsed: 1:32, vertices: 516, facets final: 583, pending: 25328, pool: 200
I   97.39] Elapsed: 1:37, vertices: 532, facets final: 614, pending: 25905, pool: 200
I  102.47] Elapsed: 1:42, vertices: 547, facets final: 648, pending: 26389, pool: 199
I  107.73] Elapsed: 1:48, vertices: 562, facets final: 669, pending: 26937, pool: 200
I  112.77] Elapsed: 1:53, vertices: 577, facets final: 698, pending: 27631, pool: 200
I  118.06] Elapsed: 1:58, vertices: 593, facets final: 722, pending: 27877, pool: 200
I  123.11] Elapsed: 2:03, vertices: 607, facets final: 751, pending: 28457, pool: 200
I  128.37] Elapsed: 2:08, vertices: 622, facets final: 770, pending: 28716, pool: 199
I  133.47] Elapsed: 2:13, vertices: 636, facets final: 795, pending: 29054, pool: 199
I  138.80] Elapsed: 2:19, vertices: 650, facets final: 822, pending: 29167, pool: 200
I  143.91] Elapsed: 2:24, vertices: 663, facets final: 865, pending: 29795, pool: 199
I  149.07] Elapsed: 2:29, vertices: 677, facets final: 890, pending: 30241, pool: 198
I  154.23] Elapsed: 2:34, vertices: 690, facets final: 928, pending: 30421, pool: 199
I  159.43] Elapsed: 2:39, vertices: 703, facets final: 961, pending: 30737, pool: 200
I  164.67] Elapsed: 2:45, vertices: 716, facets final: 1003, pending: 31106, pool: 200
I  169.96] Elapsed: 2:50, vertices: 730, facets final: 1034, pending: 31520, pool: 197
I  175.00] Elapsed: 2:55, vertices: 743, facets final: 1064, pending: 31812, pool: 200
I  180.25] Elapsed: 3:00, vertices: 756, facets final: 1121, pending: 32216, pool: 200
I  185.45] Elapsed: 3:05, vertices: 768, facets final: 1159, pending: 32299, pool: 199
I  190.74] Elapsed: 3:11, vertices: 780, facets final: 1193, pending: 32437, pool: 200
I  196.23] Elapsed: 3:16, vertices: 793, facets final: 1231, pending: 32619, pool: 200
I  201.50] Elapsed: 3:22, vertices: 806, facets final: 1258, pending: 32782, pool: 200
I  206.76] Elapsed: 3:27, vertices: 819, facets final: 1282, pending: 32958, pool: 198
I  211.90] Elapsed: 3:32, vertices: 832, facets final: 1312, pending: 33219, pool: 198
I  217.00] Elapsed: 3:37, vertices: 844, facets final: 1349, pending: 33533, pool: 200
I  222.09] Elapsed: 3:42, vertices: 855, facets final: 1386, pending: 33738, pool: 200
I  227.11] Elapsed: 3:47, vertices: 866, facets final: 1421, pending: 33963, pool: 200
I  232.16] Elapsed: 3:52, vertices: 878, facets final: 1453, pending: 34148, pool: 200
I  237.24] Elapsed: 3:57, vertices: 888, facets final: 1505, pending: 34111, pool: 200
I  242.50] Elapsed: 4:03, vertices: 900, facets final: 1545, pending: 34041, pool: 200
