C applying rule 22.txt for base40.txt
I    5.03] Elapsed: 5.03, vertices: 97, facets final: 14, pending: 6321, pool: 113
I   10.06] Elapsed: 10.06, vertices: 143, facets final: 34, pending: 9251, pool: 165
I   15.14] Elapsed: 15.14, vertices: 179, facets final: 50, pending: 11881, pool: 191
I   20.26] Elapsed: 20.26, vertices: 210, facets final: 59, pending: 13500, pool: 200
I   25.26] Elapsed: 25.26, vertices: 239, facets final: 67, pending: 14765, pool: 200
I   30.34] Elapsed: 30.34, vertices: 263, facets final: 77, pending: 16256, pool: 200
I   35.39] Elapsed: 35.39, vertices: 285, facets final: 81, pending: 17776, pool: 200
I   40.48] Elapsed: 40.48, vertices: 306, facets final: 89, pending: 19229, pool: 200
I   45.59] Elapsed: 45.59, vertices: 327, facets final: 93, pending: 20132, pool: 199
I   50.61] Elapsed: 50.61, vertices: 346, facets final: 96, pending: 20718, pool: 200
I   55.72] Elapsed: 55.72, vertices: 365, facets final: 105, pending: 21472, pool: 200
I   60.85] Elapsed: 1:01, vertices: 383, facets final: 112, pending: 22272, pool: 199
I   66.20] Elapsed: 1:06, vertices: 400, facets final: 116, pending: 23260, pool: 200
I   71.28] Elapsed: 1:11, vertices: 416, facets final: 119, pending: 23814, pool: 200
I   76.33] Elapsed: 1:16, vertices: 433, facets final: 127, pending: 24320, pool: 198
I   81.51] Elapsed: 1:22, vertices: 449, facets final: 136, pending: 24826, pool: 200
I   86.58] Elapsed: 1:27, vertices: 465, facets final: 139, pending: 25089, pool: 200
I   91.59] Elapsed: 1:32, vertices: 479, facets final: 146, pending: 25841, pool: 200
I   97.13] Elapsed: 1:37, vertices: 495, facets final: 151, pending: 26116, pool: 199
I  102.14] Elapsed: 1:42, vertices: 509, facets final: 152, pending: 26692, pool: 199
I  107.41] Elapsed: 1:47, vertices: 524, facets final: 154, pending: 27312, pool: 200
I  112.67] Elapsed: 1:53, vertices: 537, facets final: 156, pending: 28371, pool: 200
I  117.72] Elapsed: 1:58, vertices: 551, facets final: 162, pending: 28760, pool: 200
I  122.81] Elapsed: 2:03, vertices: 565, facets final: 166, pending: 29125, pool: 200
I  128.03] Elapsed: 2:08, vertices: 577, facets final: 170, pending: 29546, pool: 200
I  133.15] Elapsed: 2:13, vertices: 589, facets final: 175, pending: 30020, pool: 199
I  138.35] Elapsed: 2:18, vertices: 601, facets final: 178, pending: 30281, pool: 200
I  143.39] Elapsed: 2:23, vertices: 612, facets final: 181, pending: 30475, pool: 199
I  148.61] Elapsed: 2:29, vertices: 624, facets final: 190, pending: 31150, pool: 199
I  153.71] Elapsed: 2:34, vertices: 636, facets final: 191, pending: 31838, pool: 200
I  158.81] Elapsed: 2:39, vertices: 646, facets final: 195, pending: 32335, pool: 200
I  163.90] Elapsed: 2:44, vertices: 656, facets final: 201, pending: 32603, pool: 200
