C applying rule 34.txt for base40.txt
I    5.02] Elapsed: 5.02, vertices: 97, facets final: 18, pending: 7333, pool: 125
I   10.06] Elapsed: 10.06, vertices: 137, facets final: 43, pending: 8969, pool: 169
I   15.09] Elapsed: 15.09, vertices: 175, facets final: 57, pending: 10619, pool: 188
I   20.17] Elapsed: 20.17, vertices: 207, facets final: 73, pending: 12497, pool: 196
I   25.26] Elapsed: 25.26, vertices: 235, facets final: 78, pending: 15468, pool: 198
I   30.32] Elapsed: 30.32, vertices: 257, facets final: 87, pending: 17373, pool: 198
I   35.41] Elapsed: 35.41, vertices: 277, facets final: 90, pending: 18930, pool: 199
I   40.56] Elapsed: 40.56, vertices: 296, facets final: 97, pending: 20714, pool: 199
I   45.71] Elapsed: 45.71, vertices: 313, facets final: 100, pending: 21771, pool: 200
I   50.85] Elapsed: 50.85, vertices: 329, facets final: 105, pending: 22564, pool: 200
I   55.97] Elapsed: 55.97, vertices: 345, facets final: 110, pending: 23276, pool: 199
I   61.21] Elapsed: 1:01, vertices: 360, facets final: 112, pending: 24513, pool: 200
I   66.21] Elapsed: 1:06, vertices: 373, facets final: 115, pending: 25406, pool: 200
I   71.80] Elapsed: 1:12, vertices: 386, facets final: 117, pending: 26092, pool: 200
I   76.82] Elapsed: 1:17, vertices: 398, facets final: 121, pending: 27193, pool: 200
I   82.42] Elapsed: 1:22, vertices: 412, facets final: 123, pending: 27547, pool: 200
I   87.60] Elapsed: 1:28, vertices: 423, facets final: 124, pending: 28467, pool: 200
I   92.81] Elapsed: 1:33, vertices: 434, facets final: 126, pending: 29752, pool: 199
I   97.82] Elapsed: 1:38, vertices: 445, facets final: 128, pending: 30373, pool: 199
I  103.41] Elapsed: 1:43, vertices: 455, facets final: 128, pending: 31105, pool: 200
I  108.76] Elapsed: 1:49, vertices: 468, facets final: 128, pending: 32165, pool: 200
I  113.84] Elapsed: 1:54, vertices: 478, facets final: 131, pending: 32981, pool: 199
I  119.41] Elapsed: 1:59, vertices: 489, facets final: 135, pending: 33933, pool: 200
I  124.94] Elapsed: 2:05, vertices: 499, facets final: 136, pending: 34863, pool: 200
I  130.28] Elapsed: 2:10, vertices: 510, facets final: 136, pending: 34975, pool: 200
I  135.89] Elapsed: 2:16, vertices: 519, facets final: 138, pending: 35522, pool: 199
I  141.36] Elapsed: 2:21, vertices: 527, facets final: 139, pending: 36193, pool: 200
I  146.88] Elapsed: 2:27, vertices: 537, facets final: 140, pending: 36531, pool: 200
I  152.15] Elapsed: 2:32, vertices: 546, facets final: 143, pending: 36986, pool: 200
I  157.27] Elapsed: 2:37, vertices: 553, facets final: 144, pending: 37063, pool: 200
I  162.50] Elapsed: 2:43, vertices: 562, facets final: 145, pending: 37089, pool: 200
I  167.93] Elapsed: 2:48, vertices: 572, facets final: 148, pending: 37854, pool: 200
I  173.31] Elapsed: 2:53, vertices: 580, facets final: 150, pending: 39190, pool: 200
I  178.45] Elapsed: 2:58, vertices: 588, facets final: 153, pending: 39773, pool: 200
I  184.04] Elapsed: 3:04, vertices: 596, facets final: 155, pending: 40524, pool: 200
I  189.39] Elapsed: 3:09, vertices: 605, facets final: 158, pending: 41105, pool: 200
I  194.49] Elapsed: 3:14, vertices: 613, facets final: 160, pending: 41487, pool: 200
I  199.55] Elapsed: 3:20, vertices: 621, facets final: 165, pending: 42053, pool: 200
I  204.70] Elapsed: 3:25, vertices: 629, facets final: 167, pending: 42629, pool: 200
I  210.12] Elapsed: 3:30, vertices: 635, facets final: 167, pending: 42835, pool: 200
I  215.44] Elapsed: 3:35, vertices: 641, facets final: 167, pending: 42870, pool: 200
I  220.92] Elapsed: 3:41, vertices: 648, facets final: 169, pending: 43566, pool: 200
I  226.72] Elapsed: 3:47, vertices: 656, facets final: 171, pending: 44141, pool: 200
I  231.72] Elapsed: 3:52, vertices: 662, facets final: 173, pending: 44274, pool: 200
I  236.88] Elapsed: 3:57, vertices: 669, facets final: 175, pending: 44593, pool: 200
I  242.32] Elapsed: 4:02, vertices: 676, facets final: 178, pending: 45081, pool: 200
I  247.47] Elapsed: 4:07, vertices: 682, facets final: 179, pending: 45658, pool: 200
I  253.06] Elapsed: 4:13, vertices: 689, facets final: 187, pending: 45891, pool: 200
I  258.87] Elapsed: 4:19, vertices: 696, facets final: 191, pending: 46244, pool: 200
I  264.39] Elapsed: 4:24, vertices: 703, facets final: 193, pending: 46566, pool: 200
I  269.57] Elapsed: 4:30, vertices: 708, facets final: 193, pending: 46561, pool: 200
I  274.64] Elapsed: 4:35, vertices: 715, facets final: 194, pending: 46987, pool: 200
