C applying rule 48.txt for base40.txt
I    5.07] Elapsed: 5.07, vertices: 77, facets final: 15, pending: 8349, pool: 115
I   10.12] Elapsed: 10.12, vertices: 102, facets final: 17, pending: 14452, pool: 151
I   15.16] Elapsed: 15.16, vertices: 118, facets final: 18, pending: 16765, pool: 188
I   20.17] Elapsed: 20.17, vertices: 132, facets final: 20, pending: 19810, pool: 200
I   25.52] Elapsed: 25.52, vertices: 146, facets final: 21, pending: 23197, pool: 200
I   30.66] Elapsed: 30.66, vertices: 159, facets final: 25, pending: 25031, pool: 197
I   35.81] Elapsed: 35.81, vertices: 171, facets final: 27, pending: 26892, pool: 200
I   41.73] Elapsed: 41.73, vertices: 183, facets final: 28, pending: 29315, pool: 200
I   47.12] Elapsed: 47.12, vertices: 191, facets final: 29, pending: 30829, pool: 200
I   52.53] Elapsed: 52.53, vertices: 199, facets final: 29, pending: 32349, pool: 200
I   57.56] Elapsed: 57.56, vertices: 207, facets final: 30, pending: 33807, pool: 200
I   63.03] Elapsed: 1:03, vertices: 217, facets final: 30, pending: 34888, pool: 200
I   68.17] Elapsed: 1:08, vertices: 226, facets final: 33, pending: 36777, pool: 200
I   73.72] Elapsed: 1:14, vertices: 234, facets final: 34, pending: 37864, pool: 200
I   79.96] Elapsed: 1:20, vertices: 243, facets final: 34, pending: 39906, pool: 200
I   86.00] Elapsed: 1:26, vertices: 250, facets final: 34, pending: 40410, pool: 199
I   91.01] Elapsed: 1:31, vertices: 256, facets final: 34, pending: 41038, pool: 200
I   96.49] Elapsed: 1:36, vertices: 263, facets final: 34, pending: 41871, pool: 200
I  101.61] Elapsed: 1:42, vertices: 268, facets final: 35, pending: 41951, pool: 200
I  107.09] Elapsed: 1:47, vertices: 275, facets final: 37, pending: 41907, pool: 200
I  112.34] Elapsed: 1:52, vertices: 281, facets final: 37, pending: 42344, pool: 200
I  117.99] Elapsed: 1:58, vertices: 288, facets final: 38, pending: 43652, pool: 200
I  123.34] Elapsed: 2:03, vertices: 295, facets final: 39, pending: 44023, pool: 200
I  129.26] Elapsed: 2:09, vertices: 302, facets final: 41, pending: 44597, pool: 200
I  134.86] Elapsed: 2:15, vertices: 309, facets final: 43, pending: 46187, pool: 199
I  139.89] Elapsed: 2:20, vertices: 314, facets final: 43, pending: 46303, pool: 200
I  144.91] Elapsed: 2:25, vertices: 320, facets final: 43, pending: 46825, pool: 199
I  150.18] Elapsed: 2:30, vertices: 326, facets final: 45, pending: 47305, pool: 200
I  155.19] Elapsed: 2:35, vertices: 332, facets final: 46, pending: 47335, pool: 200
I  160.87] Elapsed: 2:41, vertices: 339, facets final: 47, pending: 48092, pool: 200
I  166.46] Elapsed: 2:46, vertices: 346, facets final: 47, pending: 49178, pool: 200
I  171.63] Elapsed: 2:52, vertices: 351, facets final: 48, pending: 49243, pool: 200
I  178.23] Elapsed: 2:58, vertices: 357, facets final: 52, pending: 50069, pool: 200
I  183.57] Elapsed: 3:04, vertices: 363, facets final: 54, pending: 50425, pool: 200
I  188.60] Elapsed: 3:09, vertices: 369, facets final: 56, pending: 50751, pool: 200
I  195.21] Elapsed: 3:15, vertices: 375, facets final: 57, pending: 50786, pool: 200
I  200.32] Elapsed: 3:20, vertices: 381, facets final: 58, pending: 51401, pool: 199
I  205.56] Elapsed: 3:26, vertices: 386, facets final: 59, pending: 51871, pool: 200
I  211.29] Elapsed: 3:31, vertices: 392, facets final: 60, pending: 52060, pool: 200
I  216.35] Elapsed: 3:36, vertices: 397, facets final: 61, pending: 52465, pool: 199
I  221.47] Elapsed: 3:41, vertices: 402, facets final: 61, pending: 53333, pool: 199
I  226.47] Elapsed: 3:46, vertices: 406, facets final: 62, pending: 53871, pool: 200
I  231.49] Elapsed: 3:51, vertices: 410, facets final: 62, pending: 53935, pool: 200
I  237.37] Elapsed: 3:57, vertices: 415, facets final: 62, pending: 54111, pool: 200
I  243.23] Elapsed: 4:03, vertices: 420, facets final: 63, pending: 54099, pool: 200
I  248.77] Elapsed: 4:09, vertices: 426, facets final: 64, pending: 54686, pool: 200
I  254.62] Elapsed: 4:15, vertices: 432, facets final: 65, pending: 54715, pool: 200
I  260.97] Elapsed: 4:21, vertices: 437, facets final: 67, pending: 55042, pool: 200
I  265.97] Elapsed: 4:26, vertices: 442, facets final: 68, pending: 55037, pool: 198
I  271.24] Elapsed: 4:31, vertices: 446, facets final: 68, pending: 54958, pool: 199
I  276.77] Elapsed: 4:37, vertices: 451, facets final: 70, pending: 54630, pool: 200
I  282.15] Elapsed: 4:42, vertices: 457, facets final: 73, pending: 54705, pool: 200
I  287.27] Elapsed: 4:47, vertices: 462, facets final: 73, pending: 55196, pool: 198
I  293.10] Elapsed: 4:53, vertices: 467, facets final: 77, pending: 55211, pool: 199
I  298.61] Elapsed: 4:59, vertices: 473, facets final: 77, pending: 55351, pool: 199
I  304.51] Elapsed: 5:05, vertices: 479, facets final: 82, pending: 55305, pool: 200
I  309.67] Elapsed: 5:10, vertices: 484, facets final: 82, pending: 55487, pool: 200
I  315.21] Elapsed: 5:15, vertices: 489, facets final: 84, pending: 55599, pool: 200
I  320.93] Elapsed: 5:21, vertices: 495, facets final: 87, pending: 55685, pool: 200
I  326.08] Elapsed: 5:26, vertices: 500, facets final: 87, pending: 56041, pool: 200
I  331.59] Elapsed: 5:32, vertices: 505, facets final: 87, pending: 56452, pool: 200
I  337.31] Elapsed: 5:37, vertices: 511, facets final: 87, pending: 56479, pool: 200
I  342.74] Elapsed: 5:43, vertices: 517, facets final: 90, pending: 57173, pool: 200
I  348.30] Elapsed: 5:48, vertices: 521, facets final: 90, pending: 57099, pool: 200
I  353.80] Elapsed: 5:54, vertices: 526, facets final: 91, pending: 56747, pool: 200
I  358.86] Elapsed: 5:59, vertices: 531, facets final: 91, pending: 57082, pool: 200
I  364.65] Elapsed: 6:05, vertices: 536, facets final: 91, pending: 56642, pool: 200
I  369.82] Elapsed: 6:10, vertices: 541, facets final: 97, pending: 56826, pool: 200
I  375.68] Elapsed: 6:16, vertices: 546, facets final: 98, pending: 57155, pool: 200
I  381.41] Elapsed: 6:21, vertices: 551, facets final: 98, pending: 57605, pool: 200
I  386.67] Elapsed: 6:27, vertices: 556, facets final: 101, pending: 57743, pool: 200
I  391.79] Elapsed: 6:32, vertices: 561, facets final: 102, pending: 57858, pool: 200
I  397.89] Elapsed: 6:38, vertices: 566, facets final: 104, pending: 58494, pool: 200
I  403.15] Elapsed: 6:43, vertices: 571, facets final: 104, pending: 58645, pool: 200
I  408.15] Elapsed: 6:48, vertices: 576, facets final: 108, pending: 58765, pool: 200
I  415.71] Elapsed: 6:56, vertices: 582, facets final: 110, pending: 58824, pool: 200
I  420.90] Elapsed: 7:01, vertices: 586, facets final: 110, pending: 58271, pool: 200
I  425.90] Elapsed: 7:06, vertices: 591, facets final: 112, pending: 58154, pool: 200
I  431.81] Elapsed: 7:12, vertices: 597, facets final: 112, pending: 58135, pool: 200
I  436.89] Elapsed: 7:17, vertices: 602, facets final: 114, pending: 58334, pool: 199
I  441.96] Elapsed: 7:22, vertices: 607, facets final: 115, pending: 58293, pool: 200
I  447.48] Elapsed: 7:27, vertices: 613, facets final: 116, pending: 58459, pool: 200
I  453.04] Elapsed: 7:33, vertices: 618, facets final: 117, pending: 58683, pool: 200
I  458.86] Elapsed: 7:39, vertices: 624, facets final: 119, pending: 58939, pool: 200
I  465.22] Elapsed: 7:45, vertices: 630, facets final: 120, pending: 58902, pool: 200
I  470.69] Elapsed: 7:51, vertices: 635, facets final: 120, pending: 59036, pool: 200
I  476.22] Elapsed: 7:56, vertices: 640, facets final: 123, pending: 58831, pool: 200
I  481.32] Elapsed: 8:01, vertices: 645, facets final: 123, pending: 58862, pool: 200
I  487.13] Elapsed: 8:07, vertices: 651, facets final: 127, pending: 58779, pool: 200
I  492.42] Elapsed: 8:12, vertices: 656, facets final: 128, pending: 58547, pool: 200
I  497.75] Elapsed: 8:18, vertices: 661, facets final: 128, pending: 58638, pool: 200
I  503.19] Elapsed: 8:23, vertices: 666, facets final: 129, pending: 59010, pool: 200
I  508.55] Elapsed: 8:29, vertices: 671, facets final: 131, pending: 59235, pool: 200
I  513.98] Elapsed: 8:34, vertices: 677, facets final: 135, pending: 59440, pool: 199
I  519.29] Elapsed: 8:39, vertices: 682, facets final: 137, pending: 59835, pool: 200
I  525.13] Elapsed: 8:45, vertices: 687, facets final: 141, pending: 60080, pool: 200
I  530.32] Elapsed: 8:50, vertices: 692, facets final: 143, pending: 60133, pool: 199
I  536.10] Elapsed: 8:56, vertices: 697, facets final: 147, pending: 60539, pool: 200
I  541.50] Elapsed: 9:02, vertices: 702, facets final: 150, pending: 60420, pool: 199
I  546.70] Elapsed: 9:07, vertices: 706, facets final: 153, pending: 59946, pool: 200
I  552.55] Elapsed: 9:13, vertices: 712, facets final: 157, pending: 59942, pool: 200
I  558.01] Elapsed: 9:18, vertices: 716, facets final: 159, pending: 59884, pool: 200
I  563.83] Elapsed: 9:24, vertices: 722, facets final: 162, pending: 59991, pool: 197
I  569.43] Elapsed: 9:29, vertices: 727, facets final: 163, pending: 59984, pool: 200
I  574.91] Elapsed: 9:35, vertices: 732, facets final: 164, pending: 60343, pool: 200
I  580.36] Elapsed: 9:40, vertices: 737, facets final: 165, pending: 60283, pool: 200
I  586.04] Elapsed: 9:46, vertices: 743, facets final: 165, pending: 60756, pool: 200
I  591.53] Elapsed: 9:52, vertices: 748, facets final: 171, pending: 61007, pool: 200
I  596.80] Elapsed: 9:57, vertices: 753, facets final: 173, pending: 61065, pool: 200
I  601.85] Elapsed: 10:02, vertices: 758, facets final: 174, pending: 61192, pool: 200
I  607.44] Elapsed: 10:07, vertices: 763, facets final: 174, pending: 60696, pool: 200
I  613.06] Elapsed: 10:13, vertices: 768, facets final: 179, pending: 60782, pool: 200
I  620.65] Elapsed: 10:21, vertices: 774, facets final: 181, pending: 60932, pool: 200
I  626.34] Elapsed: 10:26, vertices: 779, facets final: 185, pending: 60811, pool: 200
I  631.85] Elapsed: 10:32, vertices: 784, facets final: 189, pending: 60695, pool: 200
I  637.13] Elapsed: 10:37, vertices: 788, facets final: 189, pending: 61146, pool: 200
I  642.48] Elapsed: 10:42, vertices: 793, facets final: 190, pending: 60883, pool: 200
I  647.93] Elapsed: 10:48, vertices: 799, facets final: 191, pending: 61116, pool: 200
