C applying rule 25.txt for base40.txt
I    5.00] Elapsed: 5.00, vertices: 96, facets final: 11, pending: 6066, pool: 143
I   10.05] Elapsed: 10.05, vertices: 142, facets final: 35, pending: 10095, pool: 170
I   15.19] Elapsed: 15.19, vertices: 174, facets final: 70, pending: 13389, pool: 191
I   20.28] Elapsed: 20.28, vertices: 201, facets final: 102, pending: 15619, pool: 198
I   25.43] Elapsed: 25.43, vertices: 227, facets final: 119, pending: 17743, pool: 199
I   30.51] Elapsed: 30.51, vertices: 249, facets final: 131, pending: 19404, pool: 200
I   35.51] Elapsed: 35.51, vertices: 268, facets final: 146, pending: 20866, pool: 199
I   40.65] Elapsed: 40.65, vertices: 286, facets final: 166, pending: 22858, pool: 198
I   45.71] Elapsed: 45.71, vertices: 301, facets final: 188, pending: 24229, pool: 200
I   50.92] Elapsed: 50.92, vertices: 317, facets final: 209, pending: 25270, pool: 199
I   55.92] Elapsed: 55.92, vertices: 332, facets final: 224, pending: 26584, pool: 197
I   61.04] Elapsed: 1:01, vertices: 346, facets final: 239, pending: 27256, pool: 200
I   66.12] Elapsed: 1:06, vertices: 361, facets final: 253, pending: 28547, pool: 196
I   71.28] Elapsed: 1:11, vertices: 374, facets final: 263, pending: 28991, pool: 199
I   76.30] Elapsed: 1:16, vertices: 386, facets final: 274, pending: 29823, pool: 200
I   81.59] Elapsed: 1:22, vertices: 399, facets final: 289, pending: 31022, pool: 200
I   86.59] Elapsed: 1:27, vertices: 411, facets final: 303, pending: 31973, pool: 200
I   92.09] Elapsed: 1:32, vertices: 423, facets final: 322, pending: 32963, pool: 200
I   97.46] Elapsed: 1:37, vertices: 434, facets final: 336, pending: 34139, pool: 200
I  102.53] Elapsed: 1:43, vertices: 444, facets final: 357, pending: 35017, pool: 200
I  107.70] Elapsed: 1:48, vertices: 455, facets final: 358, pending: 35606, pool: 200
I  112.83] Elapsed: 1:53, vertices: 466, facets final: 377, pending: 36292, pool: 200
I  118.11] Elapsed: 1:58, vertices: 476, facets final: 384, pending: 37582, pool: 200
I  123.47] Elapsed: 2:03, vertices: 486, facets final: 402, pending: 38632, pool: 199
I  128.56] Elapsed: 2:09, vertices: 495, facets final: 415, pending: 39276, pool: 200
I  133.83] Elapsed: 2:14, vertices: 505, facets final: 426, pending: 39810, pool: 200
I  139.22] Elapsed: 2:19, vertices: 514, facets final: 435, pending: 40689, pool: 200
I  144.52] Elapsed: 2:25, vertices: 524, facets final: 458, pending: 41033, pool: 200
I  150.06] Elapsed: 2:30, vertices: 533, facets final: 469, pending: 41644, pool: 200
I  155.21] Elapsed: 2:35, vertices: 542, facets final: 478, pending: 42214, pool: 200
I  160.46] Elapsed: 2:40, vertices: 550, facets final: 485, pending: 43015, pool: 200
I  165.60] Elapsed: 2:46, vertices: 559, facets final: 497, pending: 43744, pool: 200
I  170.79] Elapsed: 2:51, vertices: 568, facets final: 512, pending: 44549, pool: 200
I  175.84] Elapsed: 2:56, vertices: 576, facets final: 518, pending: 45430, pool: 200
I  181.34] Elapsed: 3:01, vertices: 584, facets final: 525, pending: 46442, pool: 198
I  186.50] Elapsed: 3:07, vertices: 592, facets final: 532, pending: 46995, pool: 199
I  191.55] Elapsed: 3:12, vertices: 600, facets final: 540, pending: 47250, pool: 199
I  196.55] Elapsed: 3:17, vertices: 607, facets final: 553, pending: 47682, pool: 198
I  201.77] Elapsed: 3:22, vertices: 615, facets final: 569, pending: 48297, pool: 198
I  207.00] Elapsed: 3:27, vertices: 622, facets final: 583, pending: 48802, pool: 200
I  212.28] Elapsed: 3:32, vertices: 628, facets final: 588, pending: 49587, pool: 200
I  217.47] Elapsed: 3:37, vertices: 636, facets final: 595, pending: 49891, pool: 199
I  222.65] Elapsed: 3:43, vertices: 643, facets final: 603, pending: 50198, pool: 200
I  228.24] Elapsed: 3:48, vertices: 651, facets final: 613, pending: 50911, pool: 200
I  233.59] Elapsed: 3:54, vertices: 659, facets final: 631, pending: 51513, pool: 200
I  239.08] Elapsed: 3:59, vertices: 666, facets final: 639, pending: 51905, pool: 200
I  244.38] Elapsed: 4:04, vertices: 673, facets final: 647, pending: 52110, pool: 197
I  249.67] Elapsed: 4:10, vertices: 679, facets final: 658, pending: 52409, pool: 197
I  254.84] Elapsed: 4:15, vertices: 686, facets final: 676, pending: 53054, pool: 198
