C applying rule 32.txt for base40.txt
I    5.00] Elapsed: 5.00, vertices: 95, facets final: 27, pending: 7271, pool: 124
I   10.06] Elapsed: 10.06, vertices: 137, facets final: 67, pending: 11250, pool: 163
I   15.13] Elapsed: 15.13, vertices: 166, facets final: 93, pending: 15076, pool: 181
I   20.15] Elapsed: 20.15, vertices: 188, facets final: 110, pending: 17837, pool: 195
I   25.34] Elapsed: 25.34, vertices: 208, facets final: 126, pending: 20159, pool: 198
I   30.46] Elapsed: 30.46, vertices: 227, facets final: 137, pending: 22180, pool: 199
I   35.46] Elapsed: 35.46, vertices: 244, facets final: 154, pending: 23743, pool: 199
I   40.53] Elapsed: 40.53, vertices: 258, facets final: 159, pending: 25183, pool: 200
I   45.54] Elapsed: 45.54, vertices: 272, facets final: 163, pending: 26721, pool: 197
I   50.79] Elapsed: 50.79, vertices: 285, facets final: 170, pending: 27939, pool: 200
I   56.05] Elapsed: 56.05, vertices: 298, facets final: 176, pending: 29369, pool: 200
I   61.18] Elapsed: 1:01, vertices: 309, facets final: 181, pending: 30999, pool: 198
I   66.63] Elapsed: 1:07, vertices: 321, facets final: 191, pending: 32099, pool: 198
I   71.79] Elapsed: 1:12, vertices: 332, facets final: 200, pending: 33147, pool: 200
I   76.94] Elapsed: 1:17, vertices: 343, facets final: 204, pending: 34328, pool: 200
I   82.05] Elapsed: 1:22, vertices: 353, facets final: 212, pending: 34976, pool: 200
I   87.41] Elapsed: 1:27, vertices: 364, facets final: 229, pending: 36172, pool: 197
I   92.46] Elapsed: 1:32, vertices: 373, facets final: 246, pending: 36874, pool: 200
I   98.11] Elapsed: 1:38, vertices: 383, facets final: 257, pending: 37749, pool: 200
I  103.58] Elapsed: 1:44, vertices: 393, facets final: 265, pending: 38817, pool: 200
I  108.65] Elapsed: 1:49, vertices: 401, facets final: 269, pending: 39582, pool: 199
I  114.14] Elapsed: 1:54, vertices: 410, facets final: 278, pending: 40385, pool: 200
I  119.18] Elapsed: 1:59, vertices: 418, facets final: 283, pending: 41162, pool: 199
I  124.23] Elapsed: 2:04, vertices: 427, facets final: 294, pending: 42020, pool: 196
I  129.48] Elapsed: 2:09, vertices: 435, facets final: 304, pending: 42675, pool: 200
