C applying rule 12.txt for base40.txt
I    5.00] Elapsed: 5.00, vertices: 83, facets final: 14, pending: 5430, pool: 122
I   10.07] Elapsed: 10.07, vertices: 128, facets final: 25, pending: 9275, pool: 173
I   15.18] Elapsed: 15.18, vertices: 161, facets final: 30, pending: 11130, pool: 198
I   20.21] Elapsed: 20.21, vertices: 191, facets final: 31, pending: 13478, pool: 199
I   25.22] Elapsed: 25.22, vertices: 217, facets final: 32, pending: 15981, pool: 199
I   30.44] Elapsed: 30.44, vertices: 239, facets final: 39, pending: 18010, pool: 200
I   35.50] Elapsed: 35.50, vertices: 257, facets final: 41, pending: 19865, pool: 200
I   40.61] Elapsed: 40.61, vertices: 274, facets final: 43, pending: 20617, pool: 200
I   45.82] Elapsed: 45.82, vertices: 290, facets final: 46, pending: 21259, pool: 200
I   50.91] Elapsed: 50.91, vertices: 303, facets final: 48, pending: 22081, pool: 200
I   56.07] Elapsed: 56.07, vertices: 319, facets final: 49, pending: 22834, pool: 200
I   61.16] Elapsed: 1:01, vertices: 334, facets final: 55, pending: 23786, pool: 200
I   66.44] Elapsed: 1:06, vertices: 349, facets final: 59, pending: 24809, pool: 200
I   71.60] Elapsed: 1:12, vertices: 361, facets final: 62, pending: 26057, pool: 200
I   76.76] Elapsed: 1:17, vertices: 374, facets final: 64, pending: 26186, pool: 200
I   82.38] Elapsed: 1:22, vertices: 386, facets final: 67, pending: 27108, pool: 200
I   87.66] Elapsed: 1:28, vertices: 400, facets final: 70, pending: 28149, pool: 199
I   93.04] Elapsed: 1:33, vertices: 412, facets final: 73, pending: 29453, pool: 200
I   98.21] Elapsed: 1:38, vertices: 423, facets final: 73, pending: 30303, pool: 200
I  103.73] Elapsed: 1:44, vertices: 433, facets final: 75, pending: 31866, pool: 200
I  109.04] Elapsed: 1:49, vertices: 443, facets final: 76, pending: 32331, pool: 200
I  114.40] Elapsed: 1:54, vertices: 453, facets final: 78, pending: 32689, pool: 200
I  119.80] Elapsed: 2:00, vertices: 463, facets final: 79, pending: 33436, pool: 199
I  124.95] Elapsed: 2:05, vertices: 473, facets final: 79, pending: 33709, pool: 200
I  130.21] Elapsed: 2:10, vertices: 483, facets final: 83, pending: 34340, pool: 200
I  135.31] Elapsed: 2:15, vertices: 492, facets final: 85, pending: 34740, pool: 200
I  141.55] Elapsed: 2:22, vertices: 502, facets final: 86, pending: 35460, pool: 200
I  146.71] Elapsed: 2:27, vertices: 512, facets final: 86, pending: 35850, pool: 200
I  151.93] Elapsed: 2:32, vertices: 520, facets final: 88, pending: 35842, pool: 199
I  157.06] Elapsed: 2:37, vertices: 528, facets final: 88, pending: 35902, pool: 200
I  162.41] Elapsed: 2:42, vertices: 536, facets final: 91, pending: 36167, pool: 199
I  167.65] Elapsed: 2:48, vertices: 544, facets final: 92, pending: 36523, pool: 199
I  172.75] Elapsed: 2:53, vertices: 552, facets final: 95, pending: 37482, pool: 200
I  178.05] Elapsed: 2:58, vertices: 561, facets final: 96, pending: 38157, pool: 200
I  183.17] Elapsed: 3:03, vertices: 570, facets final: 98, pending: 38730, pool: 200
I  188.66] Elapsed: 3:09, vertices: 580, facets final: 100, pending: 39249, pool: 200
I  193.72] Elapsed: 3:14, vertices: 589, facets final: 108, pending: 39679, pool: 200
I  199.13] Elapsed: 3:19, vertices: 597, facets final: 108, pending: 39653, pool: 198
I  204.29] Elapsed: 3:24, vertices: 604, facets final: 110, pending: 39547, pool: 200
I  209.43] Elapsed: 3:29, vertices: 612, facets final: 111, pending: 39494, pool: 200
I  214.72] Elapsed: 3:35, vertices: 619, facets final: 116, pending: 39996, pool: 200
I  220.17] Elapsed: 3:40, vertices: 627, facets final: 116, pending: 40402, pool: 200
I  225.46] Elapsed: 3:45, vertices: 633, facets final: 118, pending: 40621, pool: 200
I  230.57] Elapsed: 3:51, vertices: 640, facets final: 121, pending: 40741, pool: 200
I  235.71] Elapsed: 3:56, vertices: 648, facets final: 122, pending: 40964, pool: 200
I  241.01] Elapsed: 4:01, vertices: 656, facets final: 123, pending: 41370, pool: 200
I  246.29] Elapsed: 4:06, vertices: 664, facets final: 128, pending: 41683, pool: 200
I  251.49] Elapsed: 4:11, vertices: 672, facets final: 130, pending: 41797, pool: 200
I  256.88] Elapsed: 4:17, vertices: 678, facets final: 133, pending: 41767, pool: 200
I  262.97] Elapsed: 4:23, vertices: 686, facets final: 135, pending: 42257, pool: 200
I  268.09] Elapsed: 4:28, vertices: 694, facets final: 135, pending: 42256, pool: 200
I  273.78] Elapsed: 4:34, vertices: 701, facets final: 139, pending: 42040, pool: 200
I  279.55] Elapsed: 4:40, vertices: 709, facets final: 139, pending: 42147, pool: 200
I  284.67] Elapsed: 4:45, vertices: 716, facets final: 139, pending: 42475, pool: 200
I  289.90] Elapsed: 4:50, vertices: 724, facets final: 142, pending: 42723, pool: 200
I  295.25] Elapsed: 4:55, vertices: 732, facets final: 144, pending: 42867, pool: 200
I  300.68] Elapsed: 5:01, vertices: 740, facets final: 146, pending: 43202, pool: 200
I  306.24] Elapsed: 5:06, vertices: 748, facets final: 148, pending: 43116, pool: 200
I  311.34] Elapsed: 5:11, vertices: 753, facets final: 149, pending: 42733, pool: 200
I  316.37] Elapsed: 5:16, vertices: 761, facets final: 150, pending: 42593, pool: 200
I  321.72] Elapsed: 5:22, vertices: 767, facets final: 152, pending: 42121, pool: 200
I  326.74] Elapsed: 5:27, vertices: 775, facets final: 156, pending: 42186, pool: 200
I  331.94] Elapsed: 5:32, vertices: 783, facets final: 159, pending: 42631, pool: 200
I  337.15] Elapsed: 5:37, vertices: 791, facets final: 160, pending: 42635, pool: 200
I  342.16] Elapsed: 5:42, vertices: 798, facets final: 165, pending: 42511, pool: 200
I  347.20] Elapsed: 5:47, vertices: 805, facets final: 168, pending: 42560, pool: 200
I  352.50] Elapsed: 5:53, vertices: 812, facets final: 169, pending: 42569, pool: 200
I  358.13] Elapsed: 5:58, vertices: 820, facets final: 170, pending: 42942, pool: 200
I  363.83] Elapsed: 6:04, vertices: 829, facets final: 175, pending: 43066, pool: 200
I  369.28] Elapsed: 6:09, vertices: 838, facets final: 177, pending: 43312, pool: 200
I  374.76] Elapsed: 6:15, vertices: 847, facets final: 179, pending: 43714, pool: 200
I  380.61] Elapsed: 6:21, vertices: 855, facets final: 182, pending: 43507, pool: 200
I  385.91] Elapsed: 6:26, vertices: 863, facets final: 186, pending: 43336, pool: 200
I  391.05] Elapsed: 6:31, vertices: 870, facets final: 189, pending: 43306, pool: 200
I  396.50] Elapsed: 6:37, vertices: 877, facets final: 194, pending: 42991, pool: 200
I  401.92] Elapsed: 6:42, vertices: 885, facets final: 197, pending: 43094, pool: 200
I  407.25] Elapsed: 6:47, vertices: 893, facets final: 201, pending: 43296, pool: 200
I  412.39] Elapsed: 6:52, vertices: 900, facets final: 202, pending: 43631, pool: 199
I  417.90] Elapsed: 6:58, vertices: 906, facets final: 204, pending: 43840, pool: 200
I  423.71] Elapsed: 7:04, vertices: 914, facets final: 208, pending: 43962, pool: 200
I  429.10] Elapsed: 7:09, vertices: 922, facets final: 208, pending: 44044, pool: 200
I  435.29] Elapsed: 7:15, vertices: 929, facets final: 209, pending: 43765, pool: 200
I  440.75] Elapsed: 7:21, vertices: 937, facets final: 217, pending: 43856, pool: 200
I  446.09] Elapsed: 7:26, vertices: 944, facets final: 218, pending: 43838, pool: 200
I  451.12] Elapsed: 7:31, vertices: 951, facets final: 223, pending: 43791, pool: 200
I  456.80] Elapsed: 7:37, vertices: 959, facets final: 230, pending: 43736, pool: 200
I  462.02] Elapsed: 7:42, vertices: 968, facets final: 235, pending: 43903, pool: 200
I  467.77] Elapsed: 7:48, vertices: 976, facets final: 236, pending: 44172, pool: 200
I  473.07] Elapsed: 7:53, vertices: 985, facets final: 242, pending: 44230, pool: 200
I  478.14] Elapsed: 7:58, vertices: 992, facets final: 246, pending: 44365, pool: 200
I  483.58] Elapsed: 8:04, vertices: 1001, facets final: 246, pending: 44280, pool: 200
I  488.94] Elapsed: 8:09, vertices: 1010, facets final: 253, pending: 44472, pool: 199
I  494.23] Elapsed: 8:14, vertices: 1016, facets final: 258, pending: 44614, pool: 200
