C applying rule 36.txt for base40.txt
I    5.01] Elapsed: 5.01, vertices: 96, facets final: 37, pending: 5405, pool: 112
I   10.04] Elapsed: 10.04, vertices: 151, facets final: 74, pending: 8687, pool: 145
I   15.08] Elapsed: 15.08, vertices: 190, facets final: 99, pending: 10430, pool: 175
I   20.11] Elapsed: 20.11, vertices: 223, facets final: 127, pending: 12282, pool: 190
I   25.14] Elapsed: 25.14, vertices: 253, facets final: 135, pending: 13553, pool: 200
I   30.25] Elapsed: 30.25, vertices: 280, facets final: 140, pending: 15064, pool: 198
I   35.41] Elapsed: 35.41, vertices: 305, facets final: 150, pending: 16300, pool: 200
I   40.52] Elapsed: 40.52, vertices: 328, facets final: 155, pending: 17201, pool: 200
I   45.52] Elapsed: 45.52, vertices: 350, facets final: 162, pending: 18137, pool: 195
I   50.62] Elapsed: 50.62, vertices: 372, facets final: 167, pending: 18892, pool: 200
I   55.72] Elapsed: 55.72, vertices: 393, facets final: 174, pending: 19839, pool: 198
I   60.93] Elapsed: 1:01, vertices: 414, facets final: 179, pending: 20310, pool: 196
I   66.00] Elapsed: 1:06, vertices: 432, facets final: 202, pending: 20771, pool: 200
I   71.02] Elapsed: 1:11, vertices: 451, facets final: 210, pending: 20932, pool: 198
I   76.19] Elapsed: 1:16, vertices: 469, facets final: 221, pending: 21243, pool: 200
I   81.35] Elapsed: 1:21, vertices: 487, facets final: 231, pending: 21386, pool: 200
I   86.41] Elapsed: 1:26, vertices: 505, facets final: 246, pending: 21483, pool: 200
I   91.49] Elapsed: 1:31, vertices: 523, facets final: 260, pending: 21621, pool: 200
I   96.53] Elapsed: 1:37, vertices: 541, facets final: 268, pending: 22240, pool: 199
I  101.71] Elapsed: 1:42, vertices: 560, facets final: 280, pending: 22071, pool: 199
I  106.71] Elapsed: 1:47, vertices: 578, facets final: 296, pending: 22284, pool: 200
I  111.95] Elapsed: 1:52, vertices: 597, facets final: 309, pending: 22556, pool: 200
I  117.11] Elapsed: 1:57, vertices: 615, facets final: 326, pending: 22470, pool: 200
I  122.34] Elapsed: 2:02, vertices: 634, facets final: 336, pending: 22706, pool: 200
I  127.38] Elapsed: 2:07, vertices: 652, facets final: 345, pending: 22738, pool: 200
I  132.52] Elapsed: 2:13, vertices: 670, facets final: 352, pending: 22935, pool: 200
