C applying rule 23.txt for base40.txt
I    5.00] Elapsed: 5.00, vertices: 86, facets final: 19, pending: 5219, pool: 175
I   10.03] Elapsed: 10.03, vertices: 131, facets final: 19, pending: 10001, pool: 198
I   15.09] Elapsed: 15.09, vertices: 163, facets final: 22, pending: 12729, pool: 200
I   20.25] Elapsed: 20.25, vertices: 191, facets final: 22, pending: 15364, pool: 200
I   25.42] Elapsed: 25.42, vertices: 215, facets final: 22, pending: 17210, pool: 199
I   30.52] Elapsed: 30.52, vertices: 237, facets final: 25, pending: 19092, pool: 200
I   35.67] Elapsed: 35.67, vertices: 256, facets final: 29, pending: 20023, pool: 199
I   40.84] Elapsed: 40.84, vertices: 272, facets final: 31, pending: 21515, pool: 200
I   45.96] Elapsed: 45.96, vertices: 288, facets final: 31, pending: 22996, pool: 200
I   50.99] Elapsed: 50.99, vertices: 302, facets final: 31, pending: 24023, pool: 200
I   56.22] Elapsed: 56.22, vertices: 317, facets final: 32, pending: 25475, pool: 199
I   61.33] Elapsed: 1:01, vertices: 330, facets final: 32, pending: 26283, pool: 200
I   66.65] Elapsed: 1:07, vertices: 344, facets final: 32, pending: 27296, pool: 200
I   71.71] Elapsed: 1:12, vertices: 357, facets final: 33, pending: 28285, pool: 200
I   76.94] Elapsed: 1:17, vertices: 370, facets final: 33, pending: 29535, pool: 200
I   82.20] Elapsed: 1:22, vertices: 381, facets final: 34, pending: 30044, pool: 200
I   87.59] Elapsed: 1:28, vertices: 393, facets final: 34, pending: 31120, pool: 200
I   93.28] Elapsed: 1:33, vertices: 403, facets final: 34, pending: 32005, pool: 200
I   98.42] Elapsed: 1:38, vertices: 413, facets final: 36, pending: 32891, pool: 200
I  103.85] Elapsed: 1:44, vertices: 423, facets final: 37, pending: 33771, pool: 200
I  109.10] Elapsed: 1:49, vertices: 432, facets final: 37, pending: 33883, pool: 200
I  114.40] Elapsed: 1:54, vertices: 442, facets final: 38, pending: 34528, pool: 200
