C applying rule 40.txt for base40.txt
I    5.09] Elapsed: 5.09, vertices: 76, facets final: 9, pending: 9064, pool: 114
I   10.20] Elapsed: 10.20, vertices: 104, facets final: 14, pending: 12617, pool: 149
I   15.26] Elapsed: 15.26, vertices: 127, facets final: 18, pending: 14847, pool: 167
I   20.28] Elapsed: 20.28, vertices: 149, facets final: 18, pending: 16057, pool: 175
I   25.28] Elapsed: 25.28, vertices: 166, facets final: 23, pending: 18386, pool: 194
I   30.36] Elapsed: 30.36, vertices: 181, facets final: 25, pending: 20604, pool: 200
I   35.40] Elapsed: 35.40, vertices: 196, facets final: 27, pending: 22049, pool: 199
I   40.52] Elapsed: 40.52, vertices: 211, facets final: 29, pending: 23703, pool: 200
I   45.82] Elapsed: 45.82, vertices: 226, facets final: 32, pending: 25084, pool: 199
I   51.11] Elapsed: 51.11, vertices: 240, facets final: 35, pending: 25539, pool: 199
I   56.30] Elapsed: 56.30, vertices: 252, facets final: 36, pending: 27390, pool: 199
I   61.34] Elapsed: 1:01, vertices: 262, facets final: 38, pending: 28637, pool: 200
I   66.61] Elapsed: 1:07, vertices: 271, facets final: 38, pending: 29962, pool: 200
I   72.09] Elapsed: 1:12, vertices: 282, facets final: 39, pending: 30992, pool: 200
I   77.29] Elapsed: 1:17, vertices: 290, facets final: 41, pending: 31965, pool: 200
I   82.62] Elapsed: 1:23, vertices: 300, facets final: 43, pending: 33239, pool: 200
I   87.71] Elapsed: 1:28, vertices: 308, facets final: 44, pending: 33753, pool: 200
I   92.99] Elapsed: 1:33, vertices: 317, facets final: 47, pending: 34441, pool: 200
I   98.41] Elapsed: 1:38, vertices: 327, facets final: 50, pending: 35498, pool: 199
I  103.56] Elapsed: 1:44, vertices: 336, facets final: 55, pending: 35970, pool: 197
I  108.75] Elapsed: 1:49, vertices: 344, facets final: 57, pending: 36291, pool: 200
I  113.95] Elapsed: 1:54, vertices: 353, facets final: 57, pending: 36705, pool: 199
I  119.28] Elapsed: 1:59, vertices: 361, facets final: 57, pending: 37082, pool: 200
I  124.48] Elapsed: 2:04, vertices: 369, facets final: 61, pending: 37859, pool: 200
I  129.82] Elapsed: 2:10, vertices: 377, facets final: 63, pending: 38327, pool: 200
I  135.11] Elapsed: 2:15, vertices: 384, facets final: 65, pending: 39382, pool: 200
I  140.76] Elapsed: 2:21, vertices: 392, facets final: 66, pending: 40268, pool: 200
I  146.13] Elapsed: 2:26, vertices: 399, facets final: 66, pending: 40592, pool: 200
I  151.79] Elapsed: 2:32, vertices: 406, facets final: 70, pending: 41590, pool: 199
I  157.24] Elapsed: 2:37, vertices: 414, facets final: 72, pending: 42081, pool: 199
I  163.09] Elapsed: 2:43, vertices: 420, facets final: 74, pending: 42756, pool: 200
I  168.41] Elapsed: 2:48, vertices: 426, facets final: 74, pending: 43909, pool: 199
I  173.65] Elapsed: 2:54, vertices: 432, facets final: 74, pending: 44902, pool: 200
I  179.38] Elapsed: 2:59, vertices: 438, facets final: 77, pending: 45854, pool: 200
I  184.77] Elapsed: 3:05, vertices: 444, facets final: 80, pending: 45842, pool: 200
I  189.89] Elapsed: 3:10, vertices: 449, facets final: 80, pending: 47125, pool: 200
I  194.95] Elapsed: 3:15, vertices: 456, facets final: 81, pending: 47225, pool: 200
I  200.74] Elapsed: 3:21, vertices: 461, facets final: 82, pending: 47427, pool: 200
I  206.23] Elapsed: 3:26, vertices: 466, facets final: 82, pending: 47645, pool: 200
I  212.13] Elapsed: 3:32, vertices: 472, facets final: 85, pending: 48209, pool: 200
I  217.90] Elapsed: 3:38, vertices: 478, facets final: 86, pending: 48849, pool: 200
I  223.42] Elapsed: 3:43, vertices: 484, facets final: 87, pending: 49051, pool: 200
I  229.27] Elapsed: 3:49, vertices: 490, facets final: 88, pending: 48731, pool: 200
I  234.51] Elapsed: 3:55, vertices: 496, facets final: 89, pending: 49314, pool: 200
I  239.89] Elapsed: 4:00, vertices: 500, facets final: 89, pending: 49752, pool: 200
I  244.95] Elapsed: 4:05, vertices: 504, facets final: 89, pending: 50140, pool: 199
I  250.39] Elapsed: 4:10, vertices: 510, facets final: 92, pending: 50369, pool: 200
I  255.86] Elapsed: 4:16, vertices: 517, facets final: 93, pending: 50333, pool: 200
I  261.28] Elapsed: 4:21, vertices: 521, facets final: 93, pending: 50625, pool: 200
I  266.31] Elapsed: 4:26, vertices: 526, facets final: 93, pending: 50381, pool: 200
I  271.75] Elapsed: 4:32, vertices: 532, facets final: 93, pending: 50235, pool: 200
I  276.98] Elapsed: 4:37, vertices: 537, facets final: 94, pending: 50646, pool: 200
I  282.93] Elapsed: 4:43, vertices: 544, facets final: 94, pending: 50636, pool: 200
I  288.05] Elapsed: 4:48, vertices: 549, facets final: 94, pending: 50526, pool: 200
I  294.24] Elapsed: 4:54, vertices: 554, facets final: 94, pending: 51446, pool: 200
I  300.00] Elapsed: 5:00, vertices: 559, facets final: 97, pending: 51716, pool: 200
I  305.50] Elapsed: 5:06, vertices: 565, facets final: 98, pending: 51424, pool: 200
I  311.24] Elapsed: 5:11, vertices: 572, facets final: 100, pending: 51347, pool: 200
