C applying rule 02.txt for base40.txt
I    5.00] Elapsed: 5.00, vertices: 80, facets final: 12, pending: 6459, pool: 112
I   10.02] Elapsed: 10.02, vertices: 118, facets final: 18, pending: 10076, pool: 169
I   15.05] Elapsed: 15.05, vertices: 147, facets final: 26, pending: 12643, pool: 198
I   20.14] Elapsed: 20.14, vertices: 171, facets final: 36, pending: 14579, pool: 200
I   25.16] Elapsed: 25.16, vertices: 196, facets final: 42, pending: 14732, pool: 196
I   30.17] Elapsed: 30.17, vertices: 220, facets final: 57, pending: 15187, pool: 199
I   35.17] Elapsed: 35.17, vertices: 244, facets final: 70, pending: 16546, pool: 199
I   40.19] Elapsed: 40.19, vertices: 264, facets final: 82, pending: 16988, pool: 196
I   45.37] Elapsed: 45.37, vertices: 283, facets final: 100, pending: 17229, pool: 200
I   50.38] Elapsed: 50.38, vertices: 303, facets final: 106, pending: 17809, pool: 200
I   55.53] Elapsed: 55.53, vertices: 324, facets final: 113, pending: 18685, pool: 198
I   60.64] Elapsed: 1:01, vertices: 344, facets final: 127, pending: 19203, pool: 200
I   65.87] Elapsed: 1:06, vertices: 363, facets final: 133, pending: 20010, pool: 200
I   70.93] Elapsed: 1:11, vertices: 379, facets final: 149, pending: 20850, pool: 200
I   75.94] Elapsed: 1:16, vertices: 395, facets final: 155, pending: 21482, pool: 198
I   80.99] Elapsed: 1:21, vertices: 411, facets final: 163, pending: 21930, pool: 199
I   86.36] Elapsed: 1:26, vertices: 428, facets final: 169, pending: 22161, pool: 200
I   91.40] Elapsed: 1:31, vertices: 444, facets final: 175, pending: 23085, pool: 199
I   96.56] Elapsed: 1:37, vertices: 460, facets final: 188, pending: 22828, pool: 199
I  101.70] Elapsed: 1:42, vertices: 475, facets final: 199, pending: 23017, pool: 200
I  106.70] Elapsed: 1:47, vertices: 490, facets final: 202, pending: 23291, pool: 198
I  111.86] Elapsed: 1:52, vertices: 505, facets final: 219, pending: 23000, pool: 200
I  116.97] Elapsed: 1:57, vertices: 520, facets final: 225, pending: 23089, pool: 200
I  122.22] Elapsed: 2:02, vertices: 536, facets final: 229, pending: 23489, pool: 200
I  127.30] Elapsed: 2:07, vertices: 551, facets final: 241, pending: 24139, pool: 200
I  132.35] Elapsed: 2:12, vertices: 565, facets final: 248, pending: 24542, pool: 200
I  137.51] Elapsed: 2:18, vertices: 579, facets final: 256, pending: 25660, pool: 200
I  142.83] Elapsed: 2:23, vertices: 594, facets final: 263, pending: 26738, pool: 200
I  148.15] Elapsed: 2:28, vertices: 608, facets final: 268, pending: 26974, pool: 200
I  153.27] Elapsed: 2:33, vertices: 621, facets final: 276, pending: 27629, pool: 199
I  158.33] Elapsed: 2:38, vertices: 633, facets final: 284, pending: 28105, pool: 200
I  163.62] Elapsed: 2:44, vertices: 646, facets final: 287, pending: 28232, pool: 200
I  168.80] Elapsed: 2:49, vertices: 659, facets final: 288, pending: 28852, pool: 199
I  173.81] Elapsed: 2:54, vertices: 670, facets final: 295, pending: 29255, pool: 200
I  179.10] Elapsed: 2:59, vertices: 682, facets final: 299, pending: 29341, pool: 200
I  184.16] Elapsed: 3:04, vertices: 693, facets final: 306, pending: 30087, pool: 200
I  189.29] Elapsed: 3:09, vertices: 704, facets final: 311, pending: 30071, pool: 199
I  194.34] Elapsed: 3:14, vertices: 714, facets final: 317, pending: 30145, pool: 199
I  199.58] Elapsed: 3:20, vertices: 725, facets final: 322, pending: 30563, pool: 200
I  204.79] Elapsed: 3:25, vertices: 736, facets final: 336, pending: 30513, pool: 200
I  210.11] Elapsed: 3:30, vertices: 746, facets final: 344, pending: 30639, pool: 200
I  215.38] Elapsed: 3:35, vertices: 758, facets final: 348, pending: 30913, pool: 200
I  220.66] Elapsed: 3:41, vertices: 770, facets final: 355, pending: 31177, pool: 199
I  225.77] Elapsed: 3:46, vertices: 781, facets final: 361, pending: 31372, pool: 197
I  231.01] Elapsed: 3:51, vertices: 791, facets final: 372, pending: 31249, pool: 200
I  236.08] Elapsed: 3:56, vertices: 802, facets final: 375, pending: 31156, pool: 199
I  241.21] Elapsed: 4:01, vertices: 813, facets final: 380, pending: 31068, pool: 200
I  246.28] Elapsed: 4:06, vertices: 825, facets final: 387, pending: 31361, pool: 199
I  251.30] Elapsed: 4:11, vertices: 834, facets final: 390, pending: 30966, pool: 200
I  256.40] Elapsed: 4:16, vertices: 845, facets final: 398, pending: 31445, pool: 200
I  261.52] Elapsed: 4:22, vertices: 856, facets final: 405, pending: 31735, pool: 200
I  266.68] Elapsed: 4:27, vertices: 868, facets final: 414, pending: 31950, pool: 200
I  271.72] Elapsed: 4:32, vertices: 879, facets final: 417, pending: 31938, pool: 200
I  276.73] Elapsed: 4:37, vertices: 889, facets final: 429, pending: 31950, pool: 199
I  281.83] Elapsed: 4:42, vertices: 900, facets final: 434, pending: 31781, pool: 199
I  286.95] Elapsed: 4:47, vertices: 911, facets final: 439, pending: 31889, pool: 200
I  292.47] Elapsed: 4:52, vertices: 920, facets final: 448, pending: 31945, pool: 200
I  297.83] Elapsed: 4:58, vertices: 929, facets final: 457, pending: 32127, pool: 200
I  303.09] Elapsed: 5:03, vertices: 939, facets final: 468, pending: 32266, pool: 200
I  308.09] Elapsed: 5:08, vertices: 947, facets final: 478, pending: 32538, pool: 200
I  313.20] Elapsed: 5:13, vertices: 956, facets final: 483, pending: 32613, pool: 200
I  318.70] Elapsed: 5:19, vertices: 967, facets final: 491, pending: 32877, pool: 200
I  323.89] Elapsed: 5:24, vertices: 978, facets final: 500, pending: 32776, pool: 199
I  328.89] Elapsed: 5:29, vertices: 986, facets final: 504, pending: 33043, pool: 200
I  334.25] Elapsed: 5:34, vertices: 997, facets final: 511, pending: 33522, pool: 200
I  339.68] Elapsed: 5:40, vertices: 1006, facets final: 519, pending: 33630, pool: 200
I  345.29] Elapsed: 5:45, vertices: 1016, facets final: 522, pending: 33632, pool: 200
I  350.35] Elapsed: 5:50, vertices: 1026, facets final: 532, pending: 33858, pool: 200
I  355.40] Elapsed: 5:55, vertices: 1035, facets final: 537, pending: 33945, pool: 200
I  360.81] Elapsed: 6:01, vertices: 1045, facets final: 547, pending: 34512, pool: 200
I  365.88] Elapsed: 6:06, vertices: 1053, facets final: 550, pending: 35017, pool: 200
I  370.88] Elapsed: 6:11, vertices: 1062, facets final: 564, pending: 35091, pool: 200
I  375.94] Elapsed: 6:16, vertices: 1072, facets final: 570, pending: 35299, pool: 200
I  381.17] Elapsed: 6:21, vertices: 1081, facets final: 579, pending: 35554, pool: 200
I  386.34] Elapsed: 6:26, vertices: 1090, facets final: 587, pending: 35781, pool: 200
I  391.46] Elapsed: 6:31, vertices: 1099, facets final: 607, pending: 35774, pool: 200
I  397.39] Elapsed: 6:37, vertices: 1110, facets final: 616, pending: 35762, pool: 200
I  402.56] Elapsed: 6:43, vertices: 1120, facets final: 622, pending: 35839, pool: 200
I  407.87] Elapsed: 6:48, vertices: 1127, facets final: 627, pending: 36100, pool: 200
I  412.91] Elapsed: 6:53, vertices: 1137, facets final: 637, pending: 36223, pool: 200
I  418.04] Elapsed: 6:58, vertices: 1143, facets final: 642, pending: 36149, pool: 200
I  423.35] Elapsed: 7:03, vertices: 1150, facets final: 648, pending: 36406, pool: 200
I  428.59] Elapsed: 7:09, vertices: 1158, facets final: 654, pending: 36389, pool: 200
I  434.33] Elapsed: 7:14, vertices: 1168, facets final: 663, pending: 36319, pool: 200
I  439.49] Elapsed: 7:19, vertices: 1177, facets final: 678, pending: 36556, pool: 200
I  444.95] Elapsed: 7:25, vertices: 1187, facets final: 686, pending: 36816, pool: 200
I  450.15] Elapsed: 7:30, vertices: 1195, facets final: 696, pending: 37035, pool: 200
I  455.15] Elapsed: 7:35, vertices: 1202, facets final: 708, pending: 37065, pool: 200
I  460.40] Elapsed: 7:40, vertices: 1212, facets final: 720, pending: 37109, pool: 200
I  465.89] Elapsed: 7:46, vertices: 1220, facets final: 726, pending: 37565, pool: 200
I  471.11] Elapsed: 7:51, vertices: 1228, facets final: 736, pending: 37702, pool: 200
I  476.81] Elapsed: 7:57, vertices: 1237, facets final: 749, pending: 37656, pool: 200
I  481.81] Elapsed: 8:02, vertices: 1244, facets final: 756, pending: 37766, pool: 200
I  487.07] Elapsed: 8:07, vertices: 1252, facets final: 758, pending: 37951, pool: 200
I  492.23] Elapsed: 8:12, vertices: 1260, facets final: 765, pending: 37940, pool: 200
I  497.64] Elapsed: 8:18, vertices: 1269, facets final: 774, pending: 38037, pool: 200
I  502.84] Elapsed: 8:23, vertices: 1278, facets final: 781, pending: 38294, pool: 200
I  508.21] Elapsed: 8:28, vertices: 1286, facets final: 792, pending: 38513, pool: 200
I  513.35] Elapsed: 8:33, vertices: 1294, facets final: 799, pending: 38884, pool: 199
I  518.72] Elapsed: 8:39, vertices: 1302, facets final: 812, pending: 39213, pool: 200
I  523.84] Elapsed: 8:44, vertices: 1310, facets final: 823, pending: 38960, pool: 200
I  529.77] Elapsed: 8:50, vertices: 1319, facets final: 840, pending: 38908, pool: 199
I  535.63] Elapsed: 8:56, vertices: 1328, facets final: 846, pending: 39117, pool: 200
I  540.70] Elapsed: 9:01, vertices: 1336, facets final: 860, pending: 39127, pool: 200
I  545.82] Elapsed: 9:06, vertices: 1345, facets final: 867, pending: 39112, pool: 200
I  551.10] Elapsed: 9:11, vertices: 1354, facets final: 872, pending: 39024, pool: 200
I  556.49] Elapsed: 9:16, vertices: 1363, facets final: 889, pending: 39212, pool: 200
I  561.70] Elapsed: 9:22, vertices: 1371, facets final: 898, pending: 38963, pool: 200
I  567.22] Elapsed: 9:27, vertices: 1378, facets final: 903, pending: 38750, pool: 200
I  572.43] Elapsed: 9:32, vertices: 1386, facets final: 917, pending: 38919, pool: 200
I  577.43] Elapsed: 9:37, vertices: 1395, facets final: 925, pending: 38816, pool: 200
I  582.78] Elapsed: 9:43, vertices: 1402, facets final: 934, pending: 38889, pool: 200
I  587.79] Elapsed: 9:48, vertices: 1410, facets final: 943, pending: 38968, pool: 200
I  593.35] Elapsed: 9:53, vertices: 1419, facets final: 952, pending: 38806, pool: 200
I  598.72] Elapsed: 9:59, vertices: 1427, facets final: 960, pending: 38662, pool: 200
I  603.72] Elapsed: 10:04, vertices: 1436, facets final: 974, pending: 38673, pool: 200
I  609.06] Elapsed: 10:09, vertices: 1446, facets final: 986, pending: 38668, pool: 200
I  614.35] Elapsed: 10:14, vertices: 1455, facets final: 992, pending: 38728, pool: 199
I  619.71] Elapsed: 10:20, vertices: 1464, facets final: 1012, pending: 38656, pool: 200
I  625.13] Elapsed: 10:25, vertices: 1473, facets final: 1022, pending: 38715, pool: 200
I  630.48] Elapsed: 10:30, vertices: 1482, facets final: 1029, pending: 38488, pool: 200
I  635.68] Elapsed: 10:36, vertices: 1490, facets final: 1050, pending: 38352, pool: 198
I  641.11] Elapsed: 10:41, vertices: 1499, facets final: 1061, pending: 38374, pool: 200
I  646.11] Elapsed: 10:46, vertices: 1506, facets final: 1065, pending: 38257, pool: 198
I  651.31] Elapsed: 10:51, vertices: 1514, facets final: 1081, pending: 38230, pool: 200
I  656.32] Elapsed: 10:56, vertices: 1523, facets final: 1091, pending: 38241, pool: 200
I  661.72] Elapsed: 11:02, vertices: 1531, facets final: 1102, pending: 38228, pool: 200
I  667.08] Elapsed: 11:07, vertices: 1540, facets final: 1107, pending: 38444, pool: 200
I  672.33] Elapsed: 11:12, vertices: 1549, facets final: 1118, pending: 38553, pool: 200
I  678.12] Elapsed: 11:18, vertices: 1558, facets final: 1138, pending: 38587, pool: 200
I  683.35] Elapsed: 11:23, vertices: 1566, facets final: 1145, pending: 38992, pool: 200
I  688.52] Elapsed: 11:29, vertices: 1573, facets final: 1152, pending: 39081, pool: 200
I  693.68] Elapsed: 11:34, vertices: 1582, facets final: 1165, pending: 39015, pool: 199
I  698.92] Elapsed: 11:39, vertices: 1590, facets final: 1182, pending: 38961, pool: 200
I  704.36] Elapsed: 11:44, vertices: 1599, facets final: 1194, pending: 38825, pool: 200
I  709.37] Elapsed: 11:49, vertices: 1607, facets final: 1199, pending: 38632, pool: 199
I  714.53] Elapsed: 11:55, vertices: 1616, facets final: 1210, pending: 38706, pool: 200
I  719.89] Elapsed: 12:00, vertices: 1626, facets final: 1227, pending: 38641, pool: 200
I  725.41] Elapsed: 12:05, vertices: 1635, facets final: 1243, pending: 38651, pool: 200
I  730.70] Elapsed: 12:11, vertices: 1645, facets final: 1254, pending: 38570, pool: 200
I  735.87] Elapsed: 12:16, vertices: 1652, facets final: 1263, pending: 38797, pool: 200
I  740.93] Elapsed: 12:21, vertices: 1661, facets final: 1270, pending: 38728, pool: 200
I  746.28] Elapsed: 12:26, vertices: 1670, facets final: 1277, pending: 38812, pool: 200
I  751.33] Elapsed: 12:31, vertices: 1679, facets final: 1290, pending: 38857, pool: 200
I  756.52] Elapsed: 12:37, vertices: 1686, facets final: 1295, pending: 39150, pool: 199
I  761.93] Elapsed: 12:42, vertices: 1695, facets final: 1317, pending: 39233, pool: 200
I  767.60] Elapsed: 12:48, vertices: 1703, facets final: 1335, pending: 39138, pool: 200
I  772.90] Elapsed: 12:53, vertices: 1711, facets final: 1351, pending: 39305, pool: 200
I  778.20] Elapsed: 12:58, vertices: 1719, facets final: 1370, pending: 39115, pool: 200
I  783.37] Elapsed: 13:03, vertices: 1728, facets final: 1382, pending: 39326, pool: 200
I  788.57] Elapsed: 13:09, vertices: 1734, facets final: 1396, pending: 39656, pool: 200
I  793.75] Elapsed: 13:14, vertices: 1741, facets final: 1407, pending: 39523, pool: 200
I  799.22] Elapsed: 13:19, vertices: 1749, facets final: 1419, pending: 39552, pool: 200
I  804.37] Elapsed: 13:24, vertices: 1758, facets final: 1429, pending: 39448, pool: 200
I  809.73] Elapsed: 13:30, vertices: 1766, facets final: 1438, pending: 39576, pool: 199
I  814.82] Elapsed: 13:35, vertices: 1774, facets final: 1447, pending: 39523, pool: 200
I  820.15] Elapsed: 13:40, vertices: 1783, facets final: 1459, pending: 39484, pool: 199
I  825.15] Elapsed: 13:45, vertices: 1791, facets final: 1470, pending: 39483, pool: 199
I  830.25] Elapsed: 13:50, vertices: 1797, facets final: 1478, pending: 39650, pool: 200
I  835.72] Elapsed: 13:56, vertices: 1806, facets final: 1501, pending: 39522, pool: 200
I  840.88] Elapsed: 14:01, vertices: 1814, facets final: 1509, pending: 39406, pool: 199
I  846.15] Elapsed: 14:06, vertices: 1821, facets final: 1520, pending: 39276, pool: 200
I  851.53] Elapsed: 14:12, vertices: 1829, facets final: 1537, pending: 39485, pool: 200
I  856.89] Elapsed: 14:17, vertices: 1837, facets final: 1553, pending: 39584, pool: 200
I  862.04] Elapsed: 14:22, vertices: 1845, facets final: 1570, pending: 39805, pool: 200
I  867.36] Elapsed: 14:27, vertices: 1853, facets final: 1575, pending: 39921, pool: 200
I  872.88] Elapsed: 14:33, vertices: 1861, facets final: 1591, pending: 39888, pool: 200
I  878.34] Elapsed: 14:38, vertices: 1870, facets final: 1605, pending: 39977, pool: 200
