C maximal rule for r=c:ab;s=b:adr; rs,br,cr,dr
I 5222.46] Elapsed: 1:27:02, vertices: 452, facets final: 89141, pending: 44928, pool: 6
I 5227.46] Elapsed: 1:27:07, vertices: 456, facets final: 97564, pending: 36390, pool: 3
I 5243.83] Elapsed: 1:27:24, vertices: 458, facets final: 100511, pending: 163880, pool: 1
I 6874.41] Elapsed: 1:54:34, vertices: 459, facets final: 100603, pending: 205987, pool: 5
I 8365.43] Elapsed: 2:19:25, vertices: 460, facets final: 100633, pending: 196165, pool: 5
I 9872.92] Elapsed: 2:44:33, vertices: 461, facets final: 100703, pending: 215228, pool: 5
I10389.42] Elapsed: 2:53:09, vertices: 462, facets final: 100770, pending: 196156, pool: 5
I11028.97] Elapsed: 3:03:49, vertices: 463, facets final: 100872, pending: 194987, pool: 4
I11200.75] Elapsed: 3:06:41, vertices: 464, facets final: 100981, pending: 180257, pool: 4
I11302.88] Elapsed: 3:08:23, vertices: 465, facets final: 101195, pending: 172069, pool: 3
I11402.73] Elapsed: 3:10:03, vertices: 466, facets final: 102527, pending: 173014, pool: 5
I11430.12] Elapsed: 3:10:30, vertices: 467, facets final: 102664, pending: 171129, pool: 6
I11443.75] Elapsed: 3:10:44, vertices: 468, facets final: 103049, pending: 170918, pool: 5
I11451.89] Elapsed: 3:10:52, vertices: 469, facets final: 103563, pending: 169424, pool: 4
I11464.24] Elapsed: 3:11:04, vertices: 470, facets final: 103980, pending: 168391, pool: 3
I11470.05] Elapsed: 3:11:10, vertices: 471, facets final: 104530, pending: 167723, pool: 2
I11475.05] Elapsed: 3:11:15, vertices: 472, facets final: 110909, pending: 161038, pool: 1
I11480.05] Elapsed: 3:11:20, vertices: 472, facets final: 122459, pending: 149488
I11485.05] Elapsed: 3:11:25, vertices: 472, facets final: 134028, pending: 137919
I11490.05] Elapsed: 3:11:30, vertices: 472, facets final: 145766, pending: 126181
I11495.05] Elapsed: 3:11:35, vertices: 472, facets final: 157405, pending: 114542
I11500.05] Elapsed: 3:11:40, vertices: 472, facets final: 169226, pending: 102721
I11505.05] Elapsed: 3:11:45, vertices: 472, facets final: 181075, pending: 90872
I11510.05] Elapsed: 3:11:50, vertices: 472, facets final: 192962, pending: 78985
I11515.05] Elapsed: 3:11:55, vertices: 472, facets final: 204839, pending: 67108
I11520.05] Elapsed: 3:12:00, vertices: 472, facets final: 216907, pending: 55040
I11525.05] Elapsed: 3:12:05, vertices: 472, facets final: 229542, pending: 42405
I11530.05] Elapsed: 3:12:10, vertices: 472, facets final: 241949, pending: 29998
I11535.05] Elapsed: 3:12:15, vertices: 472, facets final: 254225, pending: 17722
I11540.05] Elapsed: 3:12:20, vertices: 472, facets final: 266836, pending: 5111
I11541.95] Elapsed: 3:12:22, vertices: 472, facets final: 271947, pending: 0

--------------------------------
Problem completed
 name                    38.vlp
 output                  vlp/38.res
 rows, cols, objs        43, 213, 22
 vertices, facets        472, 271947
 total time              3:12:22
--------------------------------
Statistics
LP:
 oracle calls            279064
   avg iterations/calls  21.05
 total oracle time       1:55
Combinatorics:
 vertices added          472
 facets probed           283077
 facets # max            315932
 memory allocated        136.15M
 storage expansion
   vertices # / upto     4 / 508
   facets   # / upto     21 / 319484
 facet manipulating
   added avg / max       2.63k / 130.51k
   compressed            79
 number of ridge tests
   avg / max             275.12M / 8.20G
--------------------------------
Parameters with non-default values
 VertexPoolSize = 100
 OracleCallLimit = 20
