C copy string: r=c:ab;ar,br,cr,dr;a,b,c,dr; ineq: base19.txt
I    5.00] Elapsed: 5.00, vertices: 207, facets final: 29, pending: 9856, pool: 300
I   10.03] Elapsed: 10.03, vertices: 301, facets final: 36, pending: 14081, pool: 300
I   15.03] Elapsed: 15.03, vertices: 364, facets final: 45, pending: 16813, pool: 300
I   20.17] Elapsed: 20.17, vertices: 415, facets final: 51, pending: 18898, pool: 300
I   25.20] Elapsed: 25.20, vertices: 453, facets final: 58, pending: 20610, pool: 300
I   30.21] Elapsed: 30.21, vertices: 491, facets final: 63, pending: 22151, pool: 300
I   35.41] Elapsed: 35.41, vertices: 531, facets final: 66, pending: 23248, pool: 300
I   40.43] Elapsed: 40.43, vertices: 561, facets final: 68, pending: 24041, pool: 300
I   45.44] Elapsed: 45.44, vertices: 589, facets final: 69, pending: 25610, pool: 300
I   50.63] Elapsed: 50.63, vertices: 622, facets final: 72, pending: 26826, pool: 300
I   55.66] Elapsed: 55.66, vertices: 653, facets final: 77, pending: 28082, pool: 300
I   60.70] Elapsed: 1:01, vertices: 683, facets final: 83, pending: 28513, pool: 299
I   65.79] Elapsed: 1:06, vertices: 713, facets final: 92, pending: 29692, pool: 299
I   70.88] Elapsed: 1:11, vertices: 744, facets final: 95, pending: 30865, pool: 300
I   75.96] Elapsed: 1:16, vertices: 766, facets final: 98, pending: 31626, pool: 300
I   80.96] Elapsed: 1:21, vertices: 791, facets final: 102, pending: 32418, pool: 300
I   86.03] Elapsed: 1:26, vertices: 818, facets final: 107, pending: 33121, pool: 300
I   91.13] Elapsed: 1:31, vertices: 846, facets final: 112, pending: 33514, pool: 300
I   96.26] Elapsed: 1:36, vertices: 872, facets final: 113, pending: 34058, pool: 300
I  101.31] Elapsed: 1:41, vertices: 894, facets final: 117, pending: 34378, pool: 300
I  106.41] Elapsed: 1:46, vertices: 921, facets final: 122, pending: 35084, pool: 300
I  111.52] Elapsed: 1:52, vertices: 948, facets final: 129, pending: 35861, pool: 300
I  116.54] Elapsed: 1:57, vertices: 972, facets final: 132, pending: 36062, pool: 300
I  121.64] Elapsed: 2:02, vertices: 995, facets final: 136, pending: 36861, pool: 300
I  126.84] Elapsed: 2:07, vertices: 1017, facets final: 140, pending: 37472, pool: 300
I  132.02] Elapsed: 2:12, vertices: 1034, facets final: 144, pending: 37923, pool: 300
I  137.25] Elapsed: 2:17, vertices: 1052, facets final: 147, pending: 38270, pool: 300
I  142.32] Elapsed: 2:22, vertices: 1070, facets final: 149, pending: 38813, pool: 300
I  147.54] Elapsed: 2:28, vertices: 1093, facets final: 157, pending: 39107, pool: 300
I  152.68] Elapsed: 2:33, vertices: 1114, facets final: 162, pending: 39599, pool: 300
I  157.81] Elapsed: 2:38, vertices: 1135, facets final: 166, pending: 40332, pool: 300
I  162.83] Elapsed: 2:43, vertices: 1153, facets final: 170, pending: 40570, pool: 300
I  168.21] Elapsed: 2:48, vertices: 1176, facets final: 174, pending: 41330, pool: 300
I  173.22] Elapsed: 2:53, vertices: 1192, facets final: 177, pending: 41814, pool: 300
I  178.28] Elapsed: 2:58, vertices: 1208, facets final: 181, pending: 41932, pool: 299
I  183.53] Elapsed: 3:04, vertices: 1225, facets final: 187, pending: 42336, pool: 300
I  188.80] Elapsed: 3:09, vertices: 1241, facets final: 190, pending: 42312, pool: 300
I  193.81] Elapsed: 3:14, vertices: 1257, facets final: 193, pending: 42389, pool: 298
I  199.02] Elapsed: 3:19, vertices: 1272, facets final: 198, pending: 42329, pool: 300
I  204.31] Elapsed: 3:24, vertices: 1288, facets final: 202, pending: 42387, pool: 300
I  209.42] Elapsed: 3:29, vertices: 1307, facets final: 208, pending: 42788, pool: 300
I  214.49] Elapsed: 3:34, vertices: 1322, facets final: 213, pending: 42830, pool: 300
I  219.68] Elapsed: 3:40, vertices: 1337, facets final: 218, pending: 42862, pool: 300
I  224.93] Elapsed: 3:45, vertices: 1353, facets final: 221, pending: 43005, pool: 299
I  230.11] Elapsed: 3:50, vertices: 1368, facets final: 224, pending: 43061, pool: 299
I  235.40] Elapsed: 3:55, vertices: 1383, facets final: 228, pending: 43459, pool: 300
I  240.69] Elapsed: 4:01, vertices: 1401, facets final: 236, pending: 43726, pool: 300
I  245.71] Elapsed: 4:06, vertices: 1419, facets final: 243, pending: 43785, pool: 300
I  250.81] Elapsed: 4:11, vertices: 1436, facets final: 247, pending: 44136, pool: 300
I  255.82] Elapsed: 4:16, vertices: 1456, facets final: 253, pending: 44291, pool: 300
I  260.96] Elapsed: 4:21, vertices: 1476, facets final: 266, pending: 44630, pool: 299
I  266.12] Elapsed: 4:26, vertices: 1494, facets final: 272, pending: 44673, pool: 300
I  271.19] Elapsed: 4:31, vertices: 1510, facets final: 279, pending: 45084, pool: 299
I  276.41] Elapsed: 4:36, vertices: 1527, facets final: 285, pending: 45048, pool: 300
I  281.56] Elapsed: 4:42, vertices: 1540, facets final: 290, pending: 44937, pool: 300
I  286.57] Elapsed: 4:47, vertices: 1557, facets final: 299, pending: 45031, pool: 300
I  291.60] Elapsed: 4:52, vertices: 1575, facets final: 304, pending: 45379, pool: 300
I  296.82] Elapsed: 4:57, vertices: 1593, facets final: 310, pending: 45488, pool: 300
I  301.85] Elapsed: 5:02, vertices: 1608, facets final: 316, pending: 45592, pool: 300
I  306.85] Elapsed: 5:07, vertices: 1625, facets final: 317, pending: 46021, pool: 300
I  312.04] Elapsed: 5:12, vertices: 1644, facets final: 323, pending: 46373, pool: 300
I  317.19] Elapsed: 5:17, vertices: 1659, facets final: 330, pending: 46272, pool: 300
I  322.58] Elapsed: 5:23, vertices: 1676, facets final: 334, pending: 46560, pool: 300
I  327.64] Elapsed: 5:28, vertices: 1693, facets final: 342, pending: 46684, pool: 300
I  332.97] Elapsed: 5:33, vertices: 1709, facets final: 347, pending: 46926, pool: 300
I  337.98] Elapsed: 5:38, vertices: 1728, facets final: 348, pending: 46807, pool: 300
I  343.25] Elapsed: 5:43, vertices: 1751, facets final: 358, pending: 46901, pool: 300
I  348.44] Elapsed: 5:48, vertices: 1768, facets final: 366, pending: 46922, pool: 299
I  353.58] Elapsed: 5:54, vertices: 1786, facets final: 375, pending: 47041, pool: 300
I  358.59] Elapsed: 5:59, vertices: 1803, facets final: 380, pending: 46960, pool: 300
I  363.60] Elapsed: 6:04, vertices: 1818, facets final: 385, pending: 47023, pool: 300
I  369.00] Elapsed: 6:09, vertices: 1834, facets final: 390, pending: 47105, pool: 300
I  374.03] Elapsed: 6:14, vertices: 1851, facets final: 394, pending: 47381, pool: 300
I  379.21] Elapsed: 6:19, vertices: 1870, facets final: 399, pending: 47393, pool: 299
I  384.25] Elapsed: 6:24, vertices: 1884, facets final: 402, pending: 47346, pool: 300
I  389.33] Elapsed: 6:29, vertices: 1903, facets final: 410, pending: 47423, pool: 300
I  394.41] Elapsed: 6:34, vertices: 1919, facets final: 414, pending: 47522, pool: 300
I  399.71] Elapsed: 6:40, vertices: 1936, facets final: 420, pending: 47740, pool: 300
I  405.06] Elapsed: 6:45, vertices: 1951, facets final: 424, pending: 47784, pool: 300
I  410.17] Elapsed: 6:50, vertices: 1966, facets final: 431, pending: 47708, pool: 300
I  415.23] Elapsed: 6:55, vertices: 1984, facets final: 443, pending: 47747, pool: 300
I  420.62] Elapsed: 7:01, vertices: 2000, facets final: 452, pending: 47664, pool: 299
I  425.71] Elapsed: 7:06, vertices: 2014, facets final: 457, pending: 47701, pool: 300
I  431.13] Elapsed: 7:11, vertices: 2032, facets final: 461, pending: 47655, pool: 300
I  436.17] Elapsed: 7:16, vertices: 2049, facets final: 469, pending: 47894, pool: 300
I  441.26] Elapsed: 7:21, vertices: 2064, facets final: 476, pending: 47884, pool: 299
I  446.31] Elapsed: 7:26, vertices: 2079, facets final: 481, pending: 47967, pool: 300
I  451.64] Elapsed: 7:32, vertices: 2098, facets final: 494, pending: 47681, pool: 300
I  456.64] Elapsed: 7:37, vertices: 2111, facets final: 501, pending: 47318, pool: 300
I  461.88] Elapsed: 7:42, vertices: 2127, facets final: 510, pending: 47264, pool: 300
I  466.98] Elapsed: 7:47, vertices: 2145, facets final: 516, pending: 47202, pool: 300
I  472.11] Elapsed: 7:52, vertices: 2167, facets final: 528, pending: 47187, pool: 300
I  477.11] Elapsed: 7:57, vertices: 2185, facets final: 543, pending: 47018, pool: 300
I  482.30] Elapsed: 8:02, vertices: 2200, facets final: 545, pending: 47132, pool: 300
I  487.52] Elapsed: 8:08, vertices: 2218, facets final: 552, pending: 46975, pool: 300
I  492.62] Elapsed: 8:13, vertices: 2235, facets final: 557, pending: 47088, pool: 300
I  497.67] Elapsed: 8:18, vertices: 2251, facets final: 564, pending: 46932, pool: 300
I  502.78] Elapsed: 8:23, vertices: 2269, facets final: 575, pending: 46912, pool: 300
I  507.84] Elapsed: 8:28, vertices: 2286, facets final: 583, pending: 46860, pool: 300
I  512.89] Elapsed: 8:33, vertices: 2302, facets final: 590, pending: 46795, pool: 300
I  518.17] Elapsed: 8:38, vertices: 2319, facets final: 596, pending: 46747, pool: 300
I  523.21] Elapsed: 8:43, vertices: 2333, facets final: 612, pending: 46528, pool: 300
I  528.33] Elapsed: 8:48, vertices: 2348, facets final: 623, pending: 46370, pool: 299
I  533.64] Elapsed: 8:54, vertices: 2367, facets final: 632, pending: 46542, pool: 300
I  538.68] Elapsed: 8:59, vertices: 2385, facets final: 640, pending: 46430, pool: 300
I  543.89] Elapsed: 9:04, vertices: 2401, facets final: 641, pending: 46466, pool: 300
I  549.32] Elapsed: 9:09, vertices: 2416, facets final: 655, pending: 46335, pool: 300
I  554.46] Elapsed: 9:14, vertices: 2432, facets final: 664, pending: 46282, pool: 300
I  559.59] Elapsed: 9:20, vertices: 2448, facets final: 676, pending: 46121, pool: 300
I  564.64] Elapsed: 9:25, vertices: 2465, facets final: 691, pending: 46207, pool: 300
I  569.73] Elapsed: 9:30, vertices: 2482, facets final: 703, pending: 46112, pool: 300
I  574.85] Elapsed: 9:35, vertices: 2499, facets final: 710, pending: 46427, pool: 300
I  579.96] Elapsed: 9:40, vertices: 2513, facets final: 716, pending: 46568, pool: 300
I  585.01] Elapsed: 9:45, vertices: 2530, facets final: 732, pending: 46604, pool: 300
I  590.01] Elapsed: 9:50, vertices: 2546, facets final: 746, pending: 46450, pool: 300
I  595.16] Elapsed: 9:55, vertices: 2561, facets final: 758, pending: 46458, pool: 300
I  600.55] Elapsed: 10:01, vertices: 2578, facets final: 763, pending: 46681, pool: 300
I  605.83] Elapsed: 10:06, vertices: 2593, facets final: 770, pending: 46664, pool: 300
I  610.88] Elapsed: 10:11, vertices: 2610, facets final: 784, pending: 46549, pool: 300
I  615.92] Elapsed: 10:16, vertices: 2628, facets final: 798, pending: 46557, pool: 300
I  620.96] Elapsed: 10:21, vertices: 2645, facets final: 819, pending: 46347, pool: 300
I  625.98] Elapsed: 10:26, vertices: 2659, facets final: 827, pending: 46259, pool: 300
I  631.27] Elapsed: 10:31, vertices: 2675, facets final: 840, pending: 46143, pool: 300
I  636.57] Elapsed: 10:37, vertices: 2695, facets final: 849, pending: 46190, pool: 300
I  641.83] Elapsed: 10:42, vertices: 2710, facets final: 857, pending: 46114, pool: 300
I  646.92] Elapsed: 10:47, vertices: 2729, facets final: 868, pending: 46052, pool: 300
I  652.12] Elapsed: 10:52, vertices: 2752, facets final: 882, pending: 46162, pool: 300
I  657.24] Elapsed: 10:57, vertices: 2767, facets final: 891, pending: 46246, pool: 300
I  662.39] Elapsed: 11:02, vertices: 2780, facets final: 896, pending: 46123, pool: 300
I  667.54] Elapsed: 11:08, vertices: 2796, facets final: 907, pending: 46233, pool: 300
I  672.91] Elapsed: 11:13, vertices: 2814, facets final: 917, pending: 46130, pool: 300
I  678.02] Elapsed: 11:18, vertices: 2830, facets final: 921, pending: 46131, pool: 300
I  683.33] Elapsed: 11:23, vertices: 2847, facets final: 936, pending: 46282, pool: 300
I  688.40] Elapsed: 11:28, vertices: 2862, facets final: 946, pending: 46289, pool: 300
I  693.69] Elapsed: 11:34, vertices: 2878, facets final: 952, pending: 46410, pool: 300
I  698.86] Elapsed: 11:39, vertices: 2898, facets final: 970, pending: 46351, pool: 300
I  704.04] Elapsed: 11:44, vertices: 2916, facets final: 984, pending: 46098, pool: 300
I  709.33] Elapsed: 11:49, vertices: 2934, facets final: 996, pending: 45838, pool: 299
I  714.45] Elapsed: 11:54, vertices: 2952, facets final: 1008, pending: 45680, pool: 300
I  719.59] Elapsed: 12:00, vertices: 2970, facets final: 1033, pending: 45699, pool: 299
I  724.74] Elapsed: 12:05, vertices: 2985, facets final: 1044, pending: 45669, pool: 300
I  729.88] Elapsed: 12:10, vertices: 3002, facets final: 1055, pending: 45642, pool: 300
I  735.01] Elapsed: 12:15, vertices: 3019, facets final: 1079, pending: 45632, pool: 300
I  740.05] Elapsed: 12:20, vertices: 3038, facets final: 1094, pending: 45608, pool: 300
I  745.06] Elapsed: 12:25, vertices: 3054, facets final: 1106, pending: 45510, pool: 300
I  750.43] Elapsed: 12:30, vertices: 3073, facets final: 1122, pending: 45538, pool: 300
I  755.47] Elapsed: 12:35, vertices: 3090, facets final: 1133, pending: 45447, pool: 300
I  760.55] Elapsed: 12:41, vertices: 3110, facets final: 1145, pending: 45290, pool: 300
I  765.71] Elapsed: 12:46, vertices: 3131, facets final: 1167, pending: 45255, pool: 300
I  770.78] Elapsed: 12:51, vertices: 3148, facets final: 1179, pending: 45068, pool: 300
I  775.80] Elapsed: 12:56, vertices: 3164, facets final: 1191, pending: 44946, pool: 300
I  781.04] Elapsed: 13:01, vertices: 3182, facets final: 1197, pending: 45047, pool: 300
I  786.22] Elapsed: 13:06, vertices: 3197, facets final: 1210, pending: 44974, pool: 300
I  791.89] Elapsed: 13:12, vertices: 3216, facets final: 1219, pending: 44826, pool: 300
I  797.06] Elapsed: 13:17, vertices: 3236, facets final: 1232, pending: 44695, pool: 300
I  802.17] Elapsed: 13:22, vertices: 3258, facets final: 1250, pending: 44550, pool: 300
I  807.21] Elapsed: 13:27, vertices: 3283, facets final: 1277, pending: 44519, pool: 300
I  812.31] Elapsed: 13:32, vertices: 3310, facets final: 1304, pending: 44576, pool: 300
I  817.49] Elapsed: 13:37, vertices: 3338, facets final: 1323, pending: 44635, pool: 300
I  822.59] Elapsed: 13:43, vertices: 3364, facets final: 1340, pending: 44705, pool: 300
I  827.72] Elapsed: 13:48, vertices: 3391, facets final: 1358, pending: 44712, pool: 300
I  832.84] Elapsed: 13:53, vertices: 3419, facets final: 1370, pending: 44701, pool: 300
I  837.84] Elapsed: 13:58, vertices: 3446, facets final: 1392, pending: 44647, pool: 300
I  842.88] Elapsed: 14:03, vertices: 3474, facets final: 1424, pending: 44567, pool: 300
I  848.01] Elapsed: 14:08, vertices: 3501, facets final: 1448, pending: 44427, pool: 300
I  853.13] Elapsed: 14:13, vertices: 3527, facets final: 1477, pending: 44243, pool: 300
I  858.18] Elapsed: 14:18, vertices: 3556, facets final: 1494, pending: 44203, pool: 300
I  863.21] Elapsed: 14:23, vertices: 3585, facets final: 1528, pending: 43998, pool: 300
I  868.22] Elapsed: 14:28, vertices: 3611, facets final: 1548, pending: 43832, pool: 300
I  873.24] Elapsed: 14:33, vertices: 3638, facets final: 1566, pending: 43713, pool: 300
I  878.32] Elapsed: 14:38, vertices: 3667, facets final: 1600, pending: 43663, pool: 300
I  883.37] Elapsed: 14:43, vertices: 3694, facets final: 1627, pending: 43517, pool: 300
I  888.51] Elapsed: 14:49, vertices: 3721, facets final: 1655, pending: 43317, pool: 300
I  893.62] Elapsed: 14:54, vertices: 3748, facets final: 1688, pending: 43101, pool: 300
I  898.71] Elapsed: 14:59, vertices: 3774, facets final: 1709, pending: 42784, pool: 300
I  903.80] Elapsed: 15:04, vertices: 3802, facets final: 1741, pending: 42716, pool: 300
I  908.80] Elapsed: 15:09, vertices: 3830, facets final: 1770, pending: 42677, pool: 300
I  913.91] Elapsed: 15:14, vertices: 3858, facets final: 1812, pending: 42573, pool: 300
I  918.93] Elapsed: 15:19, vertices: 3884, facets final: 1847, pending: 42516, pool: 300
I  923.96] Elapsed: 15:24, vertices: 3910, facets final: 1887, pending: 42378, pool: 298
I  929.19] Elapsed: 15:29, vertices: 3934, facets final: 1934, pending: 42236, pool: 300
I  934.26] Elapsed: 15:34, vertices: 3963, facets final: 1968, pending: 42108, pool: 298
I  939.30] Elapsed: 15:39, vertices: 3991, facets final: 2007, pending: 41993, pool: 300
I  944.44] Elapsed: 15:44, vertices: 4019, facets final: 2060, pending: 41912, pool: 300
I  949.48] Elapsed: 15:49, vertices: 4046, facets final: 2101, pending: 41661, pool: 300
I  954.53] Elapsed: 15:55, vertices: 4073, facets final: 2136, pending: 41418, pool: 300
I  959.69] Elapsed: 16:00, vertices: 4101, facets final: 2200, pending: 41292, pool: 300
I  964.74] Elapsed: 16:05, vertices: 4129, facets final: 2223, pending: 40978, pool: 300
I  969.80] Elapsed: 16:10, vertices: 4160, facets final: 2267, pending: 40687, pool: 300
I  974.83] Elapsed: 16:15, vertices: 4191, facets final: 2291, pending: 40667, pool: 300
I  979.83] Elapsed: 16:20, vertices: 4221, facets final: 2325, pending: 40503, pool: 300
I  984.91] Elapsed: 16:25, vertices: 4252, facets final: 2367, pending: 40203, pool: 300
I  990.05] Elapsed: 16:30, vertices: 4282, facets final: 2403, pending: 40170, pool: 300
I  995.10] Elapsed: 16:35, vertices: 4312, facets final: 2444, pending: 40106, pool: 300
I 1000.17] Elapsed: 16:40, vertices: 4341, facets final: 2498, pending: 39942, pool: 300
I 1005.21] Elapsed: 16:45, vertices: 4370, facets final: 2552, pending: 39673, pool: 300
