C applying rule 32.txt for base50.txt
I    5.02] Elapsed: 5.02, vertices: 61, facets final: 17, pending: 3807, pool: 124
I   10.07] Elapsed: 10.07, vertices: 102, facets final: 35, pending: 7036, pool: 179
I   15.08] Elapsed: 15.08, vertices: 130, facets final: 46, pending: 9698, pool: 200
I   20.26] Elapsed: 20.26, vertices: 155, facets final: 56, pending: 12236, pool: 200
I   25.34] Elapsed: 25.34, vertices: 175, facets final: 60, pending: 14536, pool: 200
I   30.50] Elapsed: 30.50, vertices: 195, facets final: 67, pending: 16538, pool: 200
I   35.78] Elapsed: 35.78, vertices: 209, facets final: 70, pending: 17763, pool: 200
I   40.81] Elapsed: 40.81, vertices: 225, facets final: 71, pending: 18872, pool: 199
I   45.85] Elapsed: 45.85, vertices: 240, facets final: 76, pending: 20139, pool: 200
I   50.87] Elapsed: 50.87, vertices: 252, facets final: 82, pending: 21497, pool: 200
I   56.29] Elapsed: 56.29, vertices: 264, facets final: 87, pending: 22206, pool: 200
I   61.43] Elapsed: 1:01, vertices: 276, facets final: 91, pending: 23519, pool: 200
I   66.55] Elapsed: 1:07, vertices: 287, facets final: 91, pending: 25044, pool: 200
I   72.00] Elapsed: 1:12, vertices: 297, facets final: 94, pending: 26076, pool: 198
I   77.31] Elapsed: 1:17, vertices: 306, facets final: 96, pending: 26900, pool: 200
I   82.78] Elapsed: 1:23, vertices: 316, facets final: 97, pending: 27772, pool: 200
I   88.01] Elapsed: 1:28, vertices: 325, facets final: 98, pending: 28492, pool: 199
I   93.17] Elapsed: 1:33, vertices: 334, facets final: 103, pending: 29179, pool: 198
I   98.64] Elapsed: 1:39, vertices: 342, facets final: 110, pending: 30246, pool: 200
I  103.98] Elapsed: 1:44, vertices: 352, facets final: 113, pending: 31142, pool: 200
I  109.09] Elapsed: 1:49, vertices: 359, facets final: 114, pending: 31414, pool: 200
I  114.32] Elapsed: 1:54, vertices: 367, facets final: 121, pending: 31633, pool: 200
I  119.70] Elapsed: 2:00, vertices: 376, facets final: 126, pending: 32514, pool: 200
