C applying rule 23.txt for base50.txt
I    5.03] Elapsed: 5.03, vertices: 184, facets final: 25, pending: 12077, pool: 300
I   10.03] Elapsed: 10.03, vertices: 266, facets final: 26, pending: 19866, pool: 300
I   15.06] Elapsed: 15.06, vertices: 324, facets final: 28, pending: 25524, pool: 300
I   20.12] Elapsed: 20.12, vertices: 371, facets final: 30, pending: 30602, pool: 300
I   25.14] Elapsed: 25.14, vertices: 410, facets final: 30, pending: 34149, pool: 300
I   30.18] Elapsed: 30.18, vertices: 444, facets final: 33, pending: 37058, pool: 300
I   35.21] Elapsed: 35.21, vertices: 475, facets final: 34, pending: 39659, pool: 300
I   40.21] Elapsed: 40.21, vertices: 505, facets final: 34, pending: 42496, pool: 300
I   45.36] Elapsed: 45.36, vertices: 533, facets final: 38, pending: 44943, pool: 300
I   50.57] Elapsed: 50.57, vertices: 561, facets final: 39, pending: 46400, pool: 300
I   55.60] Elapsed: 55.60, vertices: 587, facets final: 41, pending: 48160, pool: 300
I   60.70] Elapsed: 1:01, vertices: 614, facets final: 43, pending: 49751, pool: 299
I   65.83] Elapsed: 1:06, vertices: 639, facets final: 44, pending: 51575, pool: 300
I   70.88] Elapsed: 1:11, vertices: 663, facets final: 44, pending: 53186, pool: 299
I   76.05] Elapsed: 1:16, vertices: 685, facets final: 46, pending: 54621, pool: 300
I   81.16] Elapsed: 1:21, vertices: 706, facets final: 46, pending: 55999, pool: 300
I   86.35] Elapsed: 1:26, vertices: 728, facets final: 46, pending: 57835, pool: 300
I   91.51] Elapsed: 1:32, vertices: 750, facets final: 49, pending: 59062, pool: 299
I   96.64] Elapsed: 1:37, vertices: 771, facets final: 51, pending: 60983, pool: 300
I  101.76] Elapsed: 1:42, vertices: 790, facets final: 52, pending: 62250, pool: 300
I  106.88] Elapsed: 1:47, vertices: 808, facets final: 52, pending: 63903, pool: 299
I  111.88] Elapsed: 1:52, vertices: 825, facets final: 54, pending: 65659, pool: 299
I  116.93] Elapsed: 1:57, vertices: 842, facets final: 58, pending: 66625, pool: 300
I  122.11] Elapsed: 2:02, vertices: 861, facets final: 60, pending: 68050, pool: 300
I  127.35] Elapsed: 2:07, vertices: 878, facets final: 60, pending: 69018, pool: 300
I  132.52] Elapsed: 2:13, vertices: 894, facets final: 60, pending: 69588, pool: 300
I  137.72] Elapsed: 2:18, vertices: 910, facets final: 60, pending: 70331, pool: 300
I  142.72] Elapsed: 2:23, vertices: 928, facets final: 61, pending: 71731, pool: 300
I  148.00] Elapsed: 2:28, vertices: 946, facets final: 62, pending: 72834, pool: 300
I  153.12] Elapsed: 2:33, vertices: 961, facets final: 63, pending: 73542, pool: 300
I  158.33] Elapsed: 2:38, vertices: 976, facets final: 63, pending: 74090, pool: 300
I  163.35] Elapsed: 2:43, vertices: 991, facets final: 67, pending: 75029, pool: 300
I  168.42] Elapsed: 2:48, vertices: 1005, facets final: 67, pending: 76812, pool: 300
I  173.65] Elapsed: 2:54, vertices: 1017, facets final: 69, pending: 77692, pool: 300
I  178.65] Elapsed: 2:59, vertices: 1030, facets final: 70, pending: 78224, pool: 300
I  183.77] Elapsed: 3:04, vertices: 1043, facets final: 71, pending: 79085, pool: 300
I  188.89] Elapsed: 3:09, vertices: 1054, facets final: 74, pending: 79729, pool: 300
I  194.06] Elapsed: 3:14, vertices: 1066, facets final: 76, pending: 80225, pool: 300
I  199.42] Elapsed: 3:19, vertices: 1078, facets final: 77, pending: 81230, pool: 300
I  204.61] Elapsed: 3:25, vertices: 1089, facets final: 79, pending: 82001, pool: 300
I  210.03] Elapsed: 3:30, vertices: 1101, facets final: 80, pending: 82856, pool: 300
I  215.18] Elapsed: 3:35, vertices: 1112, facets final: 81, pending: 83651, pool: 300
I  220.38] Elapsed: 3:40, vertices: 1125, facets final: 85, pending: 84048, pool: 300
I  225.43] Elapsed: 3:45, vertices: 1137, facets final: 86, pending: 84220, pool: 300
I  230.69] Elapsed: 3:51, vertices: 1150, facets final: 87, pending: 84602, pool: 300
I  235.86] Elapsed: 3:56, vertices: 1163, facets final: 90, pending: 85445, pool: 300
I  240.94] Elapsed: 4:01, vertices: 1175, facets final: 93, pending: 85600, pool: 300
I  246.06] Elapsed: 4:06, vertices: 1188, facets final: 94, pending: 86552, pool: 300
I  251.29] Elapsed: 4:11, vertices: 1200, facets final: 95, pending: 87572, pool: 300
I  256.41] Elapsed: 4:16, vertices: 1213, facets final: 96, pending: 87901, pool: 300
I  261.84] Elapsed: 4:22, vertices: 1226, facets final: 97, pending: 88789, pool: 300
I  266.90] Elapsed: 4:27, vertices: 1238, facets final: 99, pending: 89100, pool: 300
I  272.14] Elapsed: 4:32, vertices: 1251, facets final: 105, pending: 89660, pool: 300
I  277.47] Elapsed: 4:37, vertices: 1265, facets final: 109, pending: 90327, pool: 300
I  282.72] Elapsed: 4:43, vertices: 1278, facets final: 109, pending: 90601, pool: 300
I  287.83] Elapsed: 4:48, vertices: 1289, facets final: 109, pending: 91300, pool: 300
I  293.02] Elapsed: 4:53, vertices: 1300, facets final: 111, pending: 91828, pool: 299
I  298.33] Elapsed: 4:58, vertices: 1310, facets final: 112, pending: 92386, pool: 300
I  303.65] Elapsed: 5:04, vertices: 1323, facets final: 114, pending: 92716, pool: 300
I  308.84] Elapsed: 5:09, vertices: 1335, facets final: 115, pending: 93325, pool: 300
I  314.06] Elapsed: 5:14, vertices: 1346, facets final: 118, pending: 93687, pool: 300
I  319.31] Elapsed: 5:19, vertices: 1359, facets final: 123, pending: 94647, pool: 300
I  324.67] Elapsed: 5:25, vertices: 1371, facets final: 125, pending: 95434, pool: 300
I  329.76] Elapsed: 5:30, vertices: 1381, facets final: 126, pending: 95809, pool: 300
I  335.17] Elapsed: 5:35, vertices: 1392, facets final: 126, pending: 96373, pool: 300
I  340.37] Elapsed: 5:40, vertices: 1403, facets final: 127, pending: 97135, pool: 300
I  345.58] Elapsed: 5:46, vertices: 1414, facets final: 129, pending: 97957, pool: 299
I  350.79] Elapsed: 5:51, vertices: 1423, facets final: 129, pending: 98464, pool: 300
I  355.91] Elapsed: 5:56, vertices: 1433, facets final: 131, pending: 99047, pool: 300
I  361.24] Elapsed: 6:01, vertices: 1446, facets final: 133, pending: 99415, pool: 300
I  366.62] Elapsed: 6:07, vertices: 1457, facets final: 134, pending: 99991, pool: 300
I  371.98] Elapsed: 6:12, vertices: 1467, facets final: 136, pending: 100526, pool: 300
I  377.32] Elapsed: 6:17, vertices: 1477, facets final: 137, pending: 101272, pool: 300
I  382.72] Elapsed: 6:23, vertices: 1486, facets final: 137, pending: 101536, pool: 300
I  387.88] Elapsed: 6:28, vertices: 1497, facets final: 141, pending: 101742, pool: 300
I  393.32] Elapsed: 6:33, vertices: 1507, facets final: 143, pending: 102014, pool: 300
I  398.57] Elapsed: 6:39, vertices: 1517, facets final: 145, pending: 102401, pool: 300
I  403.73] Elapsed: 6:44, vertices: 1527, facets final: 145, pending: 102650, pool: 300
I  408.99] Elapsed: 6:49, vertices: 1535, facets final: 145, pending: 102681, pool: 300
I  414.64] Elapsed: 6:55, vertices: 1545, facets final: 149, pending: 102422, pool: 300
I  420.00] Elapsed: 7:00, vertices: 1555, facets final: 152, pending: 103214, pool: 300
I  425.13] Elapsed: 7:05, vertices: 1566, facets final: 156, pending: 103568, pool: 300
I  430.24] Elapsed: 7:10, vertices: 1574, facets final: 158, pending: 103524, pool: 300
I  435.43] Elapsed: 7:15, vertices: 1583, facets final: 159, pending: 103717, pool: 300
I  441.09] Elapsed: 7:21, vertices: 1593, facets final: 160, pending: 105220, pool: 300
recalculate_facet: numerical instability at facet 73526, coord 3 (1.56633e-06)
recalculate_facet: numerical instability at facet 73647, coord 3 (1.51788e-06)
recalculate_facet: numerical instability at facet 73647, coord 10 (1.33742e-06)
I  446.50] Elapsed: 7:27, vertices: 1602, facets final: 161, pending: 105333, pool: 300
I  451.87] Elapsed: 7:32, vertices: 1613, facets final: 162, pending: 105998, pool: 300
I  456.97] Elapsed: 7:37, vertices: 1621, facets final: 162, pending: 105723, pool: 300
I  462.31] Elapsed: 7:42, vertices: 1631, facets final: 162, pending: 106032, pool: 300
I  467.75] Elapsed: 7:48, vertices: 1640, facets final: 163, pending: 106193, pool: 300
I  472.86] Elapsed: 7:53, vertices: 1650, facets final: 166, pending: 106236, pool: 299
I  478.01] Elapsed: 7:58, vertices: 1659, facets final: 166, pending: 106434, pool: 300
I  483.18] Elapsed: 8:03, vertices: 1668, facets final: 167, pending: 106656, pool: 300
I  488.43] Elapsed: 8:08, vertices: 1678, facets final: 168, pending: 107071, pool: 300
I  493.96] Elapsed: 8:14, vertices: 1686, facets final: 168, pending: 107411, pool: 300
I  499.10] Elapsed: 8:19, vertices: 1696, facets final: 168, pending: 107668, pool: 300
I  504.10] Elapsed: 8:24, vertices: 1704, facets final: 168, pending: 108046, pool: 300
I  509.16] Elapsed: 8:29, vertices: 1714, facets final: 170, pending: 108021, pool: 300
I  514.20] Elapsed: 8:34, vertices: 1722, facets final: 171, pending: 108063, pool: 300
I  519.79] Elapsed: 8:40, vertices: 1731, facets final: 172, pending: 108116, pool: 300
I  524.86] Elapsed: 8:45, vertices: 1740, facets final: 175, pending: 108008, pool: 300
I  530.29] Elapsed: 8:50, vertices: 1751, facets final: 182, pending: 108395, pool: 300
I  535.30] Elapsed: 8:55, vertices: 1760, facets final: 183, pending: 108639, pool: 299
I  540.88] Elapsed: 9:01, vertices: 1770, facets final: 190, pending: 109169, pool: 300
I  546.10] Elapsed: 9:06, vertices: 1779, facets final: 192, pending: 109266, pool: 300
I  551.16] Elapsed: 9:11, vertices: 1789, facets final: 192, pending: 109442, pool: 300
I  556.39] Elapsed: 9:16, vertices: 1797, facets final: 195, pending: 109576, pool: 300
I  561.69] Elapsed: 9:22, vertices: 1805, facets final: 196, pending: 110382, pool: 299
I  567.15] Elapsed: 9:27, vertices: 1815, facets final: 196, pending: 110256, pool: 300
I  572.18] Elapsed: 9:32, vertices: 1824, facets final: 199, pending: 110246, pool: 300
I  577.44] Elapsed: 9:37, vertices: 1833, facets final: 201, pending: 110598, pool: 300
I  583.32] Elapsed: 9:43, vertices: 1841, facets final: 202, pending: 110629, pool: 300
I  588.41] Elapsed: 9:48, vertices: 1850, facets final: 205, pending: 111059, pool: 300
I  593.84] Elapsed: 9:54, vertices: 1860, facets final: 206, pending: 111023, pool: 300
I  598.92] Elapsed: 9:59, vertices: 1869, facets final: 208, pending: 111044, pool: 300
I  604.09] Elapsed: 10:04, vertices: 1878, facets final: 208, pending: 111265, pool: 300
I  609.39] Elapsed: 10:09, vertices: 1887, facets final: 208, pending: 111697, pool: 300
I  614.76] Elapsed: 10:15, vertices: 1895, facets final: 208, pending: 112292, pool: 300
I  620.18] Elapsed: 10:20, vertices: 1904, facets final: 209, pending: 113016, pool: 300
I  625.67] Elapsed: 10:26, vertices: 1913, facets final: 211, pending: 113015, pool: 300
I  630.79] Elapsed: 10:31, vertices: 1920, facets final: 213, pending: 113624, pool: 300
I  635.89] Elapsed: 10:36, vertices: 1929, facets final: 213, pending: 114019, pool: 300
I  641.24] Elapsed: 10:41, vertices: 1937, facets final: 214, pending: 114201, pool: 300
I  646.25] Elapsed: 10:46, vertices: 1945, facets final: 214, pending: 114408, pool: 300
I  651.36] Elapsed: 10:51, vertices: 1955, facets final: 214, pending: 114920, pool: 300
I  656.52] Elapsed: 10:57, vertices: 1964, facets final: 217, pending: 115107, pool: 300
I  661.91] Elapsed: 11:02, vertices: 1973, facets final: 225, pending: 115415, pool: 300
I  667.10] Elapsed: 11:07, vertices: 1982, facets final: 226, pending: 115667, pool: 300
I  672.51] Elapsed: 11:13, vertices: 1991, facets final: 229, pending: 115817, pool: 300
I  677.51] Elapsed: 11:18, vertices: 2001, facets final: 233, pending: 116239, pool: 300
I  683.23] Elapsed: 11:23, vertices: 2009, facets final: 234, pending: 116325, pool: 300
I  688.65] Elapsed: 11:29, vertices: 2018, facets final: 236, pending: 116430, pool: 300
I  693.78] Elapsed: 11:34, vertices: 2026, facets final: 238, pending: 116692, pool: 300
I  699.31] Elapsed: 11:39, vertices: 2036, facets final: 238, pending: 117194, pool: 300
I  704.45] Elapsed: 11:44, vertices: 2045, facets final: 239, pending: 117125, pool: 300
I  709.90] Elapsed: 11:50, vertices: 2053, facets final: 240, pending: 117373, pool: 300
I  715.23] Elapsed: 11:55, vertices: 2062, facets final: 242, pending: 117670, pool: 300
I  720.40] Elapsed: 12:00, vertices: 2071, facets final: 244, pending: 117712, pool: 300
I  725.72] Elapsed: 12:06, vertices: 2079, facets final: 247, pending: 117757, pool: 300
I  730.82] Elapsed: 12:11, vertices: 2088, facets final: 248, pending: 117812, pool: 300
I  736.18] Elapsed: 12:16, vertices: 2097, facets final: 252, pending: 117734, pool: 300
recalculate_facet: numerical instability at facet 46803, coord 0 (1.10575e-06)
recalculate_facet: numerical instability at facet 46803, coord 1 (-2.88268e-06)
recalculate_facet: numerical instability at facet 46803, coord 2 (2.95181e-06)
recalculate_facet: numerical instability at facet 46803, coord 3 (-3.30646e-06)
recalculate_facet: numerical instability at facet 46803, coord 4 (2.26804e-06)
recalculate_facet: numerical instability at facet 47831, coord 1 (-2.93949e-06)
recalculate_facet: numerical instability at facet 47831, coord 2 (2.99947e-06)
recalculate_facet: numerical instability at facet 47831, coord 3 (-3.27272e-06)
recalculate_facet: numerical instability at facet 47831, coord 4 (2.57837e-06)
I  741.54] Elapsed: 12:22, vertices: 2105, facets final: 254, pending: 117888, pool: 300
I  746.80] Elapsed: 12:27, vertices: 2113, facets final: 255, pending: 118483, pool: 300
I  751.94] Elapsed: 12:32, vertices: 2122, facets final: 256, pending: 118671, pool: 300
I  757.38] Elapsed: 12:37, vertices: 2131, facets final: 261, pending: 118823, pool: 300
I  762.58] Elapsed: 12:43, vertices: 2141, facets final: 265, pending: 119294, pool: 300
I  767.59] Elapsed: 12:48, vertices: 2148, facets final: 265, pending: 119009, pool: 300
I  773.04] Elapsed: 12:53, vertices: 2157, facets final: 267, pending: 118834, pool: 300
I  778.10] Elapsed: 12:58, vertices: 2166, facets final: 269, pending: 119152, pool: 300
I  783.46] Elapsed: 13:03, vertices: 2175, facets final: 274, pending: 119517, pool: 300
I  788.53] Elapsed: 13:09, vertices: 2182, facets final: 274, pending: 119740, pool: 300
I  794.06] Elapsed: 13:14, vertices: 2191, facets final: 276, pending: 119377, pool: 300
I  799.68] Elapsed: 13:20, vertices: 2199, facets final: 277, pending: 119509, pool: 300
I  804.72] Elapsed: 13:25, vertices: 2207, facets final: 278, pending: 119854, pool: 300
I  810.09] Elapsed: 13:30, vertices: 2216, facets final: 279, pending: 120204, pool: 300
I  815.55] Elapsed: 13:36, vertices: 2225, facets final: 281, pending: 120511, pool: 300
I  820.88] Elapsed: 13:41, vertices: 2234, facets final: 281, pending: 120560, pool: 300
I  825.99] Elapsed: 13:46, vertices: 2241, facets final: 282, pending: 120841, pool: 300
I  831.15] Elapsed: 13:51, vertices: 2250, facets final: 282, pending: 120847, pool: 300
I  836.59] Elapsed: 13:57, vertices: 2258, facets final: 287, pending: 121350, pool: 300
I  841.88] Elapsed: 14:02, vertices: 2265, facets final: 288, pending: 121701, pool: 300
I  847.32] Elapsed: 14:07, vertices: 2274, facets final: 289, pending: 121597, pool: 300
