C applying rule 17.txt for base50.txt
I    5.02] Elapsed: 5.02, vertices: 78, facets final: 24, pending: 5684, pool: 82
I   10.07] Elapsed: 10.07, vertices: 118, facets final: 39, pending: 10601, pool: 135
I   15.11] Elapsed: 15.11, vertices: 142, facets final: 47, pending: 13914, pool: 165
I   20.11] Elapsed: 20.11, vertices: 160, facets final: 54, pending: 16188, pool: 195
I   25.12] Elapsed: 25.12, vertices: 175, facets final: 58, pending: 18169, pool: 219
I   30.35] Elapsed: 30.35, vertices: 189, facets final: 64, pending: 20210, pool: 237
I   35.58] Elapsed: 35.58, vertices: 201, facets final: 73, pending: 21974, pool: 247
I   40.94] Elapsed: 40.94, vertices: 214, facets final: 76, pending: 22766, pool: 249
I   46.19] Elapsed: 46.19, vertices: 227, facets final: 78, pending: 24134, pool: 248
I   51.19] Elapsed: 51.19, vertices: 238, facets final: 79, pending: 25273, pool: 246
I   56.40] Elapsed: 56.40, vertices: 248, facets final: 81, pending: 25588, pool: 248
I   61.44] Elapsed: 1:01, vertices: 258, facets final: 84, pending: 25717, pool: 246
I   66.78] Elapsed: 1:07, vertices: 268, facets final: 87, pending: 26000, pool: 250
I   71.81] Elapsed: 1:12, vertices: 278, facets final: 92, pending: 26850, pool: 250
I   76.94] Elapsed: 1:17, vertices: 288, facets final: 93, pending: 27071, pool: 250
I   82.45] Elapsed: 1:22, vertices: 299, facets final: 97, pending: 27532, pool: 250
recalculate_facet: numerical instability at facet 26029, coord 3 (1.3732e-06)
recalculate_facet: numerical instability at facet 26037, coord 3 (1.34432e-06)
recalculate_facet: numerical instability at facet 26178, coord 3 (1.34432e-06)
I   88.10] Elapsed: 1:28, vertices: 310, facets final: 102, pending: 27482, pool: 250
I   93.43] Elapsed: 1:33, vertices: 321, facets final: 105, pending: 27668, pool: 250
I   98.84] Elapsed: 1:39, vertices: 332, facets final: 107, pending: 27706, pool: 250
I  103.96] Elapsed: 1:44, vertices: 343, facets final: 109, pending: 27843, pool: 249
I  109.26] Elapsed: 1:49, vertices: 355, facets final: 113, pending: 27891, pool: 250
I  114.51] Elapsed: 1:55, vertices: 366, facets final: 117, pending: 28021, pool: 248
I  119.55] Elapsed: 2:00, vertices: 376, facets final: 121, pending: 28133, pool: 248
I  124.68] Elapsed: 2:05, vertices: 387, facets final: 123, pending: 28219, pool: 248
I  129.96] Elapsed: 2:10, vertices: 398, facets final: 126, pending: 27427, pool: 248
I  135.30] Elapsed: 2:15, vertices: 410, facets final: 128, pending: 27348, pool: 250
I  140.55] Elapsed: 2:21, vertices: 422, facets final: 129, pending: 27078, pool: 250
I  145.78] Elapsed: 2:26, vertices: 434, facets final: 131, pending: 27229, pool: 249
I  151.11] Elapsed: 2:31, vertices: 446, facets final: 133, pending: 27376, pool: 250
I  156.19] Elapsed: 2:36, vertices: 458, facets final: 138, pending: 27380, pool: 249
I  161.45] Elapsed: 2:41, vertices: 470, facets final: 143, pending: 27676, pool: 250
I  166.54] Elapsed: 2:47, vertices: 482, facets final: 148, pending: 27188, pool: 250
I  171.77] Elapsed: 2:52, vertices: 494, facets final: 150, pending: 27345, pool: 249
I  177.00] Elapsed: 2:57, vertices: 504, facets final: 154, pending: 28426, pool: 250
I  182.35] Elapsed: 3:02, vertices: 515, facets final: 156, pending: 29715, pool: 250
I  187.41] Elapsed: 3:07, vertices: 524, facets final: 159, pending: 29975, pool: 250
I  192.68] Elapsed: 3:13, vertices: 534, facets final: 164, pending: 30770, pool: 250
I  197.87] Elapsed: 3:18, vertices: 544, facets final: 166, pending: 30864, pool: 247
I  202.92] Elapsed: 3:23, vertices: 553, facets final: 170, pending: 31049, pool: 249
I  208.26] Elapsed: 3:28, vertices: 563, facets final: 172, pending: 31207, pool: 250
I  213.54] Elapsed: 3:34, vertices: 572, facets final: 173, pending: 31258, pool: 249
I  218.72] Elapsed: 3:39, vertices: 582, facets final: 177, pending: 31468, pool: 250
I  224.10] Elapsed: 3:44, vertices: 593, facets final: 185, pending: 31564, pool: 250
I  229.32] Elapsed: 3:49, vertices: 603, facets final: 190, pending: 31612, pool: 250
I  234.65] Elapsed: 3:55, vertices: 613, facets final: 191, pending: 31987, pool: 250
I  239.77] Elapsed: 4:00, vertices: 622, facets final: 192, pending: 31711, pool: 250
I  244.98] Elapsed: 4:05, vertices: 632, facets final: 196, pending: 32226, pool: 249
I  250.13] Elapsed: 4:10, vertices: 641, facets final: 197, pending: 32244, pool: 249
I  255.18] Elapsed: 4:15, vertices: 650, facets final: 204, pending: 32684, pool: 250
I  260.20] Elapsed: 4:20, vertices: 659, facets final: 212, pending: 32916, pool: 250
I  265.20] Elapsed: 4:25, vertices: 668, facets final: 214, pending: 33122, pool: 250
I  270.64] Elapsed: 4:31, vertices: 677, facets final: 219, pending: 33350, pool: 248
I  275.87] Elapsed: 4:36, vertices: 684, facets final: 223, pending: 33473, pool: 250
I  280.90] Elapsed: 4:41, vertices: 692, facets final: 224, pending: 33916, pool: 250
I  285.94] Elapsed: 4:46, vertices: 700, facets final: 231, pending: 34089, pool: 248
I  291.07] Elapsed: 4:51, vertices: 709, facets final: 236, pending: 34348, pool: 250
I  296.24] Elapsed: 4:56, vertices: 719, facets final: 237, pending: 34280, pool: 249
I  301.32] Elapsed: 5:01, vertices: 727, facets final: 242, pending: 34515, pool: 249
I  306.78] Elapsed: 5:07, vertices: 735, facets final: 250, pending: 35265, pool: 247
