C applying rule 46.txt for base50.txt
I    5.04] Elapsed: 5.04, vertices: 79, facets final: 21, pending: 3222, pool: 108
I   10.05] Elapsed: 10.05, vertices: 139, facets final: 38, pending: 6267, pool: 160
I   15.09] Elapsed: 15.09, vertices: 187, facets final: 62, pending: 8442, pool: 167
I   20.09] Elapsed: 20.09, vertices: 226, facets final: 95, pending: 9967, pool: 166
I   25.09] Elapsed: 25.09, vertices: 257, facets final: 140, pending: 10708, pool: 179
I   30.10] Elapsed: 30.10, vertices: 287, facets final: 200, pending: 11908, pool: 171
I   35.10] Elapsed: 35.10, vertices: 314, facets final: 257, pending: 12526, pool: 174
I   40.12] Elapsed: 40.12, vertices: 339, facets final: 317, pending: 13208, pool: 177
I   45.14] Elapsed: 45.14, vertices: 363, facets final: 374, pending: 13756, pool: 185
I   50.29] Elapsed: 50.29, vertices: 384, facets final: 444, pending: 14256, pool: 198
I   55.32] Elapsed: 55.32, vertices: 405, facets final: 493, pending: 14708, pool: 206
I   60.33] Elapsed: 1:00, vertices: 424, facets final: 541, pending: 15249, pool: 220
I   65.34] Elapsed: 1:05, vertices: 446, facets final: 572, pending: 15909, pool: 219
I   70.34] Elapsed: 1:10, vertices: 466, facets final: 604, pending: 16445, pool: 218
I   75.35] Elapsed: 1:15, vertices: 485, facets final: 636, pending: 16796, pool: 220
I   80.42] Elapsed: 1:20, vertices: 501, facets final: 673, pending: 17237, pool: 236
I   85.47] Elapsed: 1:25, vertices: 516, facets final: 719, pending: 17643, pool: 245
I   90.64] Elapsed: 1:31, vertices: 533, facets final: 749, pending: 18131, pool: 250
I   95.65] Elapsed: 1:36, vertices: 550, facets final: 771, pending: 18465, pool: 248
I  100.70] Elapsed: 1:41, vertices: 565, facets final: 822, pending: 18799, pool: 250
I  105.80] Elapsed: 1:46, vertices: 582, facets final: 846, pending: 19311, pool: 250
I  110.80] Elapsed: 1:51, vertices: 598, facets final: 873, pending: 19754, pool: 250
I  115.94] Elapsed: 1:56, vertices: 614, facets final: 898, pending: 20451, pool: 250
I  121.17] Elapsed: 2:01, vertices: 629, facets final: 926, pending: 20802, pool: 250
I  126.23] Elapsed: 2:06, vertices: 644, facets final: 953, pending: 21079, pool: 249
I  131.25] Elapsed: 2:11, vertices: 659, facets final: 975, pending: 21404, pool: 249
I  136.29] Elapsed: 2:16, vertices: 674, facets final: 991, pending: 21715, pool: 250
I  141.35] Elapsed: 2:21, vertices: 690, facets final: 995, pending: 22082, pool: 249
I  146.47] Elapsed: 2:26, vertices: 705, facets final: 1007, pending: 22385, pool: 248
I  151.66] Elapsed: 2:32, vertices: 720, facets final: 1033, pending: 22755, pool: 248
I  156.91] Elapsed: 2:37, vertices: 735, facets final: 1059, pending: 22849, pool: 248
I  161.99] Elapsed: 2:42, vertices: 750, facets final: 1075, pending: 23229, pool: 250
I  167.16] Elapsed: 2:47, vertices: 764, facets final: 1092, pending: 23473, pool: 250
I  172.16] Elapsed: 2:52, vertices: 778, facets final: 1108, pending: 23770, pool: 247
I  177.42] Elapsed: 2:57, vertices: 791, facets final: 1130, pending: 23937, pool: 249
I  182.56] Elapsed: 3:03, vertices: 804, facets final: 1146, pending: 24318, pool: 250
I  187.56] Elapsed: 3:08, vertices: 817, facets final: 1161, pending: 24561, pool: 250
I  192.56] Elapsed: 3:13, vertices: 830, facets final: 1180, pending: 24812, pool: 250
I  197.66] Elapsed: 3:18, vertices: 842, facets final: 1219, pending: 25023, pool: 249
I  202.79] Elapsed: 3:23, vertices: 855, facets final: 1240, pending: 25391, pool: 248
I  207.98] Elapsed: 3:28, vertices: 867, facets final: 1280, pending: 25547, pool: 250
I  213.11] Elapsed: 3:33, vertices: 880, facets final: 1298, pending: 25705, pool: 249
I  218.12] Elapsed: 3:38, vertices: 892, facets final: 1322, pending: 25895, pool: 247
I  223.12] Elapsed: 3:43, vertices: 903, facets final: 1361, pending: 25928, pool: 248
I  228.36] Elapsed: 3:48, vertices: 915, facets final: 1396, pending: 25926, pool: 249
I  233.64] Elapsed: 3:54, vertices: 928, facets final: 1419, pending: 26086, pool: 249
I  238.76] Elapsed: 3:59, vertices: 940, facets final: 1461, pending: 26209, pool: 247
I  243.76] Elapsed: 4:04, vertices: 951, facets final: 1510, pending: 26256, pool: 243
I  248.99] Elapsed: 4:09, vertices: 963, facets final: 1560, pending: 26414, pool: 240
I  254.28] Elapsed: 4:14, vertices: 973, facets final: 1622, pending: 26462, pool: 249
I  259.53] Elapsed: 4:20, vertices: 986, facets final: 1642, pending: 26662, pool: 247
I  264.84] Elapsed: 4:25, vertices: 998, facets final: 1683, pending: 26959, pool: 250
I  269.84] Elapsed: 4:30, vertices: 1009, facets final: 1726, pending: 27130, pool: 249
I  275.17] Elapsed: 4:35, vertices: 1020, facets final: 1771, pending: 27198, pool: 249
I  280.19] Elapsed: 4:40, vertices: 1031, facets final: 1803, pending: 27456, pool: 250
