C applying rule 03.txt for base50.txt
I    5.00] Elapsed: 5.00, vertices: 70, facets final: 13, pending: 3593, pool: 114
I   10.03] Elapsed: 10.03, vertices: 124, facets final: 27, pending: 6245, pool: 160
I   15.03] Elapsed: 15.03, vertices: 171, facets final: 41, pending: 8395, pool: 169
I   20.13] Elapsed: 20.13, vertices: 207, facets final: 50, pending: 10434, pool: 183
I   25.23] Elapsed: 25.23, vertices: 236, facets final: 59, pending: 12271, pool: 200
I   30.26] Elapsed: 30.26, vertices: 255, facets final: 71, pending: 14208, pool: 222
I   35.49] Elapsed: 35.49, vertices: 270, facets final: 76, pending: 15898, pool: 248
I   40.52] Elapsed: 40.52, vertices: 284, facets final: 80, pending: 17220, pool: 258
I   45.55] Elapsed: 45.55, vertices: 296, facets final: 84, pending: 17920, pool: 270
I   50.57] Elapsed: 50.57, vertices: 307, facets final: 89, pending: 18447, pool: 287
I   55.58] Elapsed: 55.58, vertices: 318, facets final: 94, pending: 19089, pool: 294
I   60.90] Elapsed: 1:01, vertices: 330, facets final: 95, pending: 19855, pool: 300
I   66.00] Elapsed: 1:06, vertices: 343, facets final: 98, pending: 20914, pool: 299
I   71.16] Elapsed: 1:11, vertices: 355, facets final: 103, pending: 21503, pool: 300
I   76.35] Elapsed: 1:16, vertices: 367, facets final: 104, pending: 21899, pool: 299
I   81.68] Elapsed: 1:22, vertices: 378, facets final: 107, pending: 22253, pool: 300
I   87.07] Elapsed: 1:27, vertices: 390, facets final: 111, pending: 23084, pool: 300
I   92.38] Elapsed: 1:32, vertices: 401, facets final: 112, pending: 23786, pool: 299
I   97.60] Elapsed: 1:38, vertices: 413, facets final: 112, pending: 24025, pool: 297
I  102.64] Elapsed: 1:43, vertices: 423, facets final: 116, pending: 24332, pool: 300
I  107.72] Elapsed: 1:48, vertices: 434, facets final: 118, pending: 23807, pool: 300
I  113.15] Elapsed: 1:53, vertices: 445, facets final: 120, pending: 24332, pool: 300
I  118.56] Elapsed: 1:59, vertices: 456, facets final: 123, pending: 24714, pool: 299
I  123.82] Elapsed: 2:04, vertices: 466, facets final: 126, pending: 25301, pool: 300
I  128.89] Elapsed: 2:09, vertices: 477, facets final: 128, pending: 25457, pool: 296
I  134.16] Elapsed: 2:14, vertices: 487, facets final: 129, pending: 25914, pool: 300
I  139.42] Elapsed: 2:19, vertices: 498, facets final: 131, pending: 26085, pool: 296
I  144.53] Elapsed: 2:25, vertices: 506, facets final: 138, pending: 26294, pool: 300
I  150.10] Elapsed: 2:30, vertices: 516, facets final: 139, pending: 26307, pool: 300
I  155.14] Elapsed: 2:35, vertices: 525, facets final: 141, pending: 26165, pool: 300
I  160.25] Elapsed: 2:40, vertices: 533, facets final: 142, pending: 25644, pool: 300
I  165.38] Elapsed: 2:45, vertices: 543, facets final: 147, pending: 25930, pool: 300
I  170.40] Elapsed: 2:50, vertices: 553, facets final: 152, pending: 25832, pool: 299
I  175.87] Elapsed: 2:56, vertices: 564, facets final: 155, pending: 25953, pool: 299
I  180.94] Elapsed: 3:01, vertices: 574, facets final: 156, pending: 25797, pool: 300
I  186.29] Elapsed: 3:06, vertices: 585, facets final: 160, pending: 26217, pool: 296
I  191.59] Elapsed: 3:12, vertices: 595, facets final: 166, pending: 26528, pool: 298
I  196.60] Elapsed: 3:17, vertices: 605, facets final: 172, pending: 26011, pool: 300
I  201.72] Elapsed: 3:22, vertices: 616, facets final: 172, pending: 25794, pool: 296
I  206.91] Elapsed: 3:27, vertices: 626, facets final: 175, pending: 25667, pool: 300
I  211.92] Elapsed: 3:32, vertices: 636, facets final: 179, pending: 25559, pool: 297
I  216.99] Elapsed: 3:37, vertices: 646, facets final: 181, pending: 26084, pool: 300
I  222.34] Elapsed: 3:42, vertices: 656, facets final: 189, pending: 26053, pool: 300
I  227.59] Elapsed: 3:48, vertices: 666, facets final: 193, pending: 26398, pool: 299
I  232.62] Elapsed: 3:53, vertices: 676, facets final: 197, pending: 26367, pool: 300
I  238.02] Elapsed: 3:58, vertices: 686, facets final: 203, pending: 25973, pool: 300
I  243.09] Elapsed: 4:03, vertices: 696, facets final: 207, pending: 25670, pool: 300
I  248.43] Elapsed: 4:08, vertices: 707, facets final: 219, pending: 25407, pool: 300
I  253.72] Elapsed: 4:14, vertices: 718, facets final: 225, pending: 25541, pool: 299
I  259.13] Elapsed: 4:19, vertices: 729, facets final: 229, pending: 25368, pool: 299
I  264.28] Elapsed: 4:24, vertices: 739, facets final: 235, pending: 25106, pool: 300
I  269.33] Elapsed: 4:29, vertices: 749, facets final: 237, pending: 24797, pool: 300
I  274.91] Elapsed: 4:35, vertices: 759, facets final: 237, pending: 24969, pool: 296
recalculate_facet: numerical instability at facet 18618, coord 0 (3.19807e-06)
recalculate_facet: numerical instability at facet 18618, coord 4 (-3.1089e-06)
recalculate_facet: numerical instability at facet 18919, coord 0 (3.04383e-06)
recalculate_facet: numerical instability at facet 18919, coord 4 (-3.32189e-06)
I  280.81] Elapsed: 4:41, vertices: 765, facets final: 242, pending: 24929, pool: 300
I  286.16] Elapsed: 4:46, vertices: 771, facets final: 247, pending: 24755, pool: 299
I  291.28] Elapsed: 4:51, vertices: 776, facets final: 250, pending: 24843, pool: 300
I  296.58] Elapsed: 4:57, vertices: 781, facets final: 253, pending: 24778, pool: 300
I  301.59] Elapsed: 5:02, vertices: 786, facets final: 253, pending: 24628, pool: 300
I  306.88] Elapsed: 5:07, vertices: 792, facets final: 253, pending: 24903, pool: 298
I  312.33] Elapsed: 5:12, vertices: 797, facets final: 258, pending: 24742, pool: 299
recalculate_facet: numerical instability at facet 13, coord 0 (-3.04552e-06)
recalculate_facet: numerical instability at facet 13, coord 4 (2.99984e-06)
recalculate_facet: numerical instability at facet 21, coord 0 (-2.91101e-06)
recalculate_facet: numerical instability at facet 21, coord 4 (3.19187e-06)
I  317.50] Elapsed: 5:18, vertices: 807, facets final: 262, pending: 24735, pool: 295
I  322.89] Elapsed: 5:23, vertices: 816, facets final: 269, pending: 24750, pool: 300
I  328.17] Elapsed: 5:28, vertices: 825, facets final: 283, pending: 24812, pool: 299
I  333.17] Elapsed: 5:33, vertices: 835, facets final: 289, pending: 24898, pool: 299
I  338.42] Elapsed: 5:38, vertices: 844, facets final: 291, pending: 24755, pool: 300
I  343.80] Elapsed: 5:44, vertices: 854, facets final: 301, pending: 24786, pool: 299
I  348.89] Elapsed: 5:49, vertices: 865, facets final: 309, pending: 24803, pool: 300
I  353.89] Elapsed: 5:54, vertices: 876, facets final: 315, pending: 24854, pool: 299
I  359.16] Elapsed: 5:59, vertices: 887, facets final: 323, pending: 25071, pool: 300
I  364.18] Elapsed: 6:04, vertices: 897, facets final: 336, pending: 25237, pool: 300
I  369.20] Elapsed: 6:09, vertices: 907, facets final: 344, pending: 25388, pool: 299
I  374.59] Elapsed: 6:15, vertices: 917, facets final: 348, pending: 25145, pool: 300
I  379.59] Elapsed: 6:20, vertices: 927, facets final: 354, pending: 24813, pool: 299
I  384.88] Elapsed: 6:25, vertices: 938, facets final: 360, pending: 24835, pool: 300
I  390.29] Elapsed: 6:30, vertices: 949, facets final: 365, pending: 24739, pool: 298
I  395.50] Elapsed: 6:36, vertices: 960, facets final: 376, pending: 24480, pool: 300
I  400.58] Elapsed: 6:41, vertices: 971, facets final: 387, pending: 24609, pool: 299
I  405.78] Elapsed: 6:46, vertices: 981, facets final: 397, pending: 24607, pool: 297
I  411.04] Elapsed: 6:51, vertices: 991, facets final: 412, pending: 24548, pool: 300
I  416.30] Elapsed: 6:56, vertices: 1003, facets final: 420, pending: 24503, pool: 299
I  421.31] Elapsed: 7:01, vertices: 1013, facets final: 440, pending: 24802, pool: 300
I  426.46] Elapsed: 7:06, vertices: 1023, facets final: 449, pending: 24769, pool: 298
I  431.87] Elapsed: 7:12, vertices: 1034, facets final: 461, pending: 24789, pool: 300
I  437.23] Elapsed: 7:17, vertices: 1045, facets final: 468, pending: 24753, pool: 299
I  442.63] Elapsed: 7:23, vertices: 1055, facets final: 483, pending: 24625, pool: 300
I  447.72] Elapsed: 7:28, vertices: 1065, facets final: 488, pending: 24419, pool: 300
I  453.17] Elapsed: 7:33, vertices: 1077, facets final: 503, pending: 24252, pool: 299
I  458.52] Elapsed: 7:39, vertices: 1088, facets final: 517, pending: 24453, pool: 300
I  463.58] Elapsed: 7:44, vertices: 1099, facets final: 525, pending: 24616, pool: 297
I  468.69] Elapsed: 7:49, vertices: 1109, facets final: 539, pending: 24800, pool: 299
I  473.72] Elapsed: 7:54, vertices: 1120, facets final: 553, pending: 24656, pool: 300
I  478.95] Elapsed: 7:59, vertices: 1131, facets final: 566, pending: 24562, pool: 299
I  484.45] Elapsed: 8:04, vertices: 1142, facets final: 574, pending: 24534, pool: 298
I  489.46] Elapsed: 8:09, vertices: 1152, facets final: 589, pending: 24340, pool: 300
I  494.61] Elapsed: 8:15, vertices: 1163, facets final: 600, pending: 24381, pool: 299
I  499.75] Elapsed: 8:20, vertices: 1173, facets final: 620, pending: 24239, pool: 298
I  504.90] Elapsed: 8:25, vertices: 1183, facets final: 639, pending: 24131, pool: 300
I  510.14] Elapsed: 8:30, vertices: 1194, facets final: 657, pending: 24034, pool: 300
I  515.24] Elapsed: 8:35, vertices: 1205, facets final: 662, pending: 24337, pool: 300
I  520.54] Elapsed: 8:41, vertices: 1217, facets final: 683, pending: 24106, pool: 298
I  525.57] Elapsed: 8:46, vertices: 1227, facets final: 697, pending: 24261, pool: 299
I  530.81] Elapsed: 8:51, vertices: 1238, facets final: 711, pending: 24047, pool: 299
I  535.82] Elapsed: 8:56, vertices: 1249, facets final: 723, pending: 23941, pool: 299
I  541.17] Elapsed: 9:01, vertices: 1260, facets final: 739, pending: 24082, pool: 298
I  546.51] Elapsed: 9:07, vertices: 1271, facets final: 760, pending: 23923, pool: 300
I  551.54] Elapsed: 9:12, vertices: 1282, facets final: 781, pending: 23961, pool: 299
I  556.55] Elapsed: 9:17, vertices: 1292, facets final: 811, pending: 24253, pool: 299
I  561.77] Elapsed: 9:22, vertices: 1303, facets final: 827, pending: 24262, pool: 299
I  566.88] Elapsed: 9:27, vertices: 1314, facets final: 840, pending: 24333, pool: 300
I  572.01] Elapsed: 9:32, vertices: 1324, facets final: 860, pending: 24180, pool: 299
I  577.43] Elapsed: 9:37, vertices: 1336, facets final: 878, pending: 23998, pool: 298
I  582.54] Elapsed: 9:43, vertices: 1347, facets final: 902, pending: 24090, pool: 300
I  587.55] Elapsed: 9:48, vertices: 1358, facets final: 912, pending: 24015, pool: 299
I  592.89] Elapsed: 9:53, vertices: 1369, facets final: 940, pending: 24180, pool: 297
I  597.94] Elapsed: 9:58, vertices: 1379, facets final: 964, pending: 24143, pool: 298
I  603.30] Elapsed: 10:03, vertices: 1389, facets final: 973, pending: 24147, pool: 300
I  608.54] Elapsed: 10:09, vertices: 1401, facets final: 980, pending: 24154, pool: 299
