C applying rule 49.txt for base50.txt
I    5.02] Elapsed: 5.02, vertices: 162, facets final: 15, pending: 12149, pool: 300
I   10.03] Elapsed: 10.03, vertices: 240, facets final: 19, pending: 19117, pool: 300
I   15.09] Elapsed: 15.09, vertices: 297, facets final: 21, pending: 24028, pool: 300
I   20.13] Elapsed: 20.13, vertices: 344, facets final: 23, pending: 27516, pool: 300
I   25.23] Elapsed: 25.23, vertices: 387, facets final: 24, pending: 30048, pool: 299
I   30.32] Elapsed: 30.32, vertices: 426, facets final: 26, pending: 33186, pool: 300
I   35.35] Elapsed: 35.35, vertices: 461, facets final: 26, pending: 36511, pool: 300
I   40.35] Elapsed: 40.35, vertices: 492, facets final: 27, pending: 38282, pool: 300
I   45.49] Elapsed: 45.49, vertices: 522, facets final: 27, pending: 40679, pool: 300
I   50.52] Elapsed: 50.52, vertices: 550, facets final: 31, pending: 43415, pool: 300
I   55.62] Elapsed: 55.62, vertices: 576, facets final: 33, pending: 45227, pool: 300
I   60.73] Elapsed: 1:01, vertices: 602, facets final: 34, pending: 47204, pool: 300
I   65.81] Elapsed: 1:06, vertices: 627, facets final: 35, pending: 48163, pool: 300
I   70.85] Elapsed: 1:11, vertices: 650, facets final: 36, pending: 48952, pool: 300
I   75.92] Elapsed: 1:16, vertices: 673, facets final: 37, pending: 50469, pool: 300
I   80.98] Elapsed: 1:21, vertices: 696, facets final: 38, pending: 52019, pool: 300
I   86.02] Elapsed: 1:26, vertices: 718, facets final: 41, pending: 54103, pool: 300
I   91.18] Elapsed: 1:31, vertices: 739, facets final: 45, pending: 55712, pool: 300
I   96.39] Elapsed: 1:36, vertices: 761, facets final: 46, pending: 55961, pool: 300
I  101.54] Elapsed: 1:42, vertices: 781, facets final: 47, pending: 57470, pool: 299
I  106.58] Elapsed: 1:47, vertices: 801, facets final: 50, pending: 58577, pool: 300
I  111.86] Elapsed: 1:52, vertices: 821, facets final: 51, pending: 60596, pool: 300
I  116.91] Elapsed: 1:57, vertices: 841, facets final: 52, pending: 61441, pool: 300
I  122.02] Elapsed: 2:02, vertices: 859, facets final: 57, pending: 62843, pool: 299
I  127.22] Elapsed: 2:07, vertices: 877, facets final: 58, pending: 63974, pool: 300
I  132.29] Elapsed: 2:12, vertices: 895, facets final: 60, pending: 64484, pool: 300
I  137.36] Elapsed: 2:17, vertices: 913, facets final: 61, pending: 65561, pool: 300
I  142.48] Elapsed: 2:22, vertices: 931, facets final: 63, pending: 67095, pool: 300
I  147.68] Elapsed: 2:28, vertices: 949, facets final: 63, pending: 68312, pool: 300
I  152.73] Elapsed: 2:33, vertices: 965, facets final: 66, pending: 69808, pool: 300
I  157.84] Elapsed: 2:38, vertices: 981, facets final: 67, pending: 70005, pool: 300
I  163.00] Elapsed: 2:43, vertices: 997, facets final: 67, pending: 70615, pool: 300
I  168.14] Elapsed: 2:48, vertices: 1013, facets final: 68, pending: 71866, pool: 300
I  173.14] Elapsed: 2:53, vertices: 1026, facets final: 68, pending: 72516, pool: 300
I  178.44] Elapsed: 2:58, vertices: 1041, facets final: 71, pending: 73344, pool: 300
I  183.77] Elapsed: 3:04, vertices: 1053, facets final: 73, pending: 74479, pool: 300
I  189.01] Elapsed: 3:09, vertices: 1068, facets final: 73, pending: 75300, pool: 300
I  194.39] Elapsed: 3:14, vertices: 1082, facets final: 74, pending: 76698, pool: 300
I  199.49] Elapsed: 3:19, vertices: 1095, facets final: 74, pending: 77146, pool: 300
I  204.55] Elapsed: 3:25, vertices: 1106, facets final: 74, pending: 77897, pool: 300
I  209.83] Elapsed: 3:30, vertices: 1119, facets final: 76, pending: 78044, pool: 300
I  215.19] Elapsed: 3:35, vertices: 1131, facets final: 78, pending: 78452, pool: 300
I  220.31] Elapsed: 3:40, vertices: 1144, facets final: 82, pending: 79723, pool: 300
I  225.71] Elapsed: 3:46, vertices: 1154, facets final: 83, pending: 80869, pool: 300
I  231.14] Elapsed: 3:51, vertices: 1168, facets final: 88, pending: 82223, pool: 300
I  236.46] Elapsed: 3:56, vertices: 1180, facets final: 88, pending: 83330, pool: 300
I  241.74] Elapsed: 4:02, vertices: 1192, facets final: 89, pending: 83998, pool: 299
I  247.01] Elapsed: 4:07, vertices: 1204, facets final: 92, pending: 84351, pool: 300
