C applying rule 47.txt for base50.txt
I    5.03] Elapsed: 5.03, vertices: 75, facets final: 14, pending: 2361, pool: 125
I   10.06] Elapsed: 10.06, vertices: 139, facets final: 26, pending: 4487, pool: 199
I   15.09] Elapsed: 15.09, vertices: 184, facets final: 29, pending: 6644, pool: 247
I   20.11] Elapsed: 20.11, vertices: 221, facets final: 35, pending: 9050, pool: 250
I   25.21] Elapsed: 25.21, vertices: 253, facets final: 40, pending: 10099, pool: 249
I   30.29] Elapsed: 30.29, vertices: 283, facets final: 42, pending: 11480, pool: 250
I   35.33] Elapsed: 35.33, vertices: 310, facets final: 43, pending: 12440, pool: 250
I   40.41] Elapsed: 40.41, vertices: 331, facets final: 48, pending: 12527, pool: 250
I   45.53] Elapsed: 45.53, vertices: 356, facets final: 51, pending: 12845, pool: 250
I   50.72] Elapsed: 50.72, vertices: 379, facets final: 57, pending: 13348, pool: 250
I   55.72] Elapsed: 55.72, vertices: 400, facets final: 61, pending: 14089, pool: 250
I   60.74] Elapsed: 1:01, vertices: 420, facets final: 65, pending: 14631, pool: 250
I   65.93] Elapsed: 1:06, vertices: 441, facets final: 69, pending: 15332, pool: 250
I   71.15] Elapsed: 1:11, vertices: 462, facets final: 71, pending: 15487, pool: 250
I   76.34] Elapsed: 1:16, vertices: 481, facets final: 73, pending: 15893, pool: 250
I   81.44] Elapsed: 1:21, vertices: 500, facets final: 77, pending: 16219, pool: 250
I   86.91] Elapsed: 1:27, vertices: 519, facets final: 77, pending: 16980, pool: 250
I   92.13] Elapsed: 1:32, vertices: 536, facets final: 81, pending: 17206, pool: 250
I   97.28] Elapsed: 1:37, vertices: 553, facets final: 85, pending: 17184, pool: 250
I  102.48] Elapsed: 1:42, vertices: 572, facets final: 90, pending: 17625, pool: 250
I  107.51] Elapsed: 1:48, vertices: 589, facets final: 97, pending: 17563, pool: 250
I  112.73] Elapsed: 1:53, vertices: 607, facets final: 104, pending: 17444, pool: 250
I  118.01] Elapsed: 1:58, vertices: 624, facets final: 107, pending: 17433, pool: 250
I  123.15] Elapsed: 2:03, vertices: 641, facets final: 110, pending: 18247, pool: 250
I  128.28] Elapsed: 2:08, vertices: 658, facets final: 117, pending: 18701, pool: 250
I  133.34] Elapsed: 2:13, vertices: 675, facets final: 123, pending: 19486, pool: 250
I  138.49] Elapsed: 2:18, vertices: 691, facets final: 130, pending: 19768, pool: 250
I  143.74] Elapsed: 2:24, vertices: 708, facets final: 136, pending: 20402, pool: 250
I  148.78] Elapsed: 2:29, vertices: 724, facets final: 140, pending: 20633, pool: 249
I  153.85] Elapsed: 2:34, vertices: 739, facets final: 140, pending: 20918, pool: 250
I  159.00] Elapsed: 2:39, vertices: 754, facets final: 144, pending: 21106, pool: 250
I  164.05] Elapsed: 2:44, vertices: 769, facets final: 148, pending: 21522, pool: 250
I  169.15] Elapsed: 2:49, vertices: 783, facets final: 149, pending: 21782, pool: 250
I  174.34] Elapsed: 2:54, vertices: 798, facets final: 151, pending: 22067, pool: 250
I  179.39] Elapsed: 2:59, vertices: 812, facets final: 155, pending: 22342, pool: 249
I  184.67] Elapsed: 3:05, vertices: 826, facets final: 157, pending: 22421, pool: 250
I  189.80] Elapsed: 3:10, vertices: 840, facets final: 160, pending: 23032, pool: 250
I  194.81] Elapsed: 3:15, vertices: 853, facets final: 160, pending: 23314, pool: 249
I  200.00] Elapsed: 3:20, vertices: 866, facets final: 162, pending: 22994, pool: 250
I  205.11] Elapsed: 3:25, vertices: 880, facets final: 166, pending: 23157, pool: 250
I  210.24] Elapsed: 3:30, vertices: 893, facets final: 170, pending: 23468, pool: 250
I  215.26] Elapsed: 3:35, vertices: 905, facets final: 177, pending: 23677, pool: 249
I  220.44] Elapsed: 3:40, vertices: 917, facets final: 180, pending: 23770, pool: 250
I  225.54] Elapsed: 3:46, vertices: 930, facets final: 187, pending: 23954, pool: 250
I  230.56] Elapsed: 3:51, vertices: 941, facets final: 189, pending: 24138, pool: 250
I  235.90] Elapsed: 3:56, vertices: 954, facets final: 193, pending: 24403, pool: 250
I  241.06] Elapsed: 4:01, vertices: 967, facets final: 195, pending: 24431, pool: 250
I  246.21] Elapsed: 4:06, vertices: 980, facets final: 199, pending: 24585, pool: 250
I  251.30] Elapsed: 4:11, vertices: 991, facets final: 201, pending: 24997, pool: 250
I  256.59] Elapsed: 4:17, vertices: 1003, facets final: 201, pending: 24992, pool: 250
I  261.89] Elapsed: 4:22, vertices: 1015, facets final: 206, pending: 25385, pool: 250
I  267.32] Elapsed: 4:27, vertices: 1028, facets final: 209, pending: 25666, pool: 250
I  272.51] Elapsed: 4:33, vertices: 1038, facets final: 209, pending: 25986, pool: 250
I  277.81] Elapsed: 4:38, vertices: 1050, facets final: 211, pending: 26027, pool: 250
I  282.92] Elapsed: 4:43, vertices: 1061, facets final: 214, pending: 26366, pool: 249
I  288.06] Elapsed: 4:48, vertices: 1073, facets final: 216, pending: 26899, pool: 249
I  293.22] Elapsed: 4:53, vertices: 1085, facets final: 222, pending: 27245, pool: 250
I  298.23] Elapsed: 4:58, vertices: 1096, facets final: 228, pending: 27201, pool: 248
I  303.25] Elapsed: 5:03, vertices: 1107, facets final: 231, pending: 27330, pool: 250
I  308.39] Elapsed: 5:08, vertices: 1118, facets final: 237, pending: 27800, pool: 250
I  313.41] Elapsed: 5:13, vertices: 1128, facets final: 244, pending: 27816, pool: 250
I  318.76] Elapsed: 5:19, vertices: 1139, facets final: 248, pending: 28266, pool: 250
I  323.76] Elapsed: 5:24, vertices: 1149, facets final: 251, pending: 28699, pool: 249
I  328.95] Elapsed: 5:29, vertices: 1159, facets final: 253, pending: 29052, pool: 250
I  334.45] Elapsed: 5:34, vertices: 1169, facets final: 257, pending: 29166, pool: 250
I  340.06] Elapsed: 5:40, vertices: 1180, facets final: 259, pending: 29807, pool: 250
I  345.31] Elapsed: 5:45, vertices: 1189, facets final: 262, pending: 29955, pool: 250
I  350.79] Elapsed: 5:51, vertices: 1197, facets final: 264, pending: 30121, pool: 250
I  355.80] Elapsed: 5:56, vertices: 1206, facets final: 267, pending: 30353, pool: 249
I  360.93] Elapsed: 6:01, vertices: 1216, facets final: 269, pending: 30280, pool: 250
I  366.09] Elapsed: 6:06, vertices: 1227, facets final: 271, pending: 30282, pool: 250
I  371.59] Elapsed: 6:12, vertices: 1238, facets final: 273, pending: 30810, pool: 249
I  376.60] Elapsed: 6:17, vertices: 1246, facets final: 283, pending: 30825, pool: 250
I  381.76] Elapsed: 6:22, vertices: 1256, facets final: 288, pending: 30933, pool: 250
I  386.76] Elapsed: 6:27, vertices: 1265, facets final: 288, pending: 30955, pool: 250
I  392.12] Elapsed: 6:32, vertices: 1275, facets final: 288, pending: 30765, pool: 250
I  397.42] Elapsed: 6:37, vertices: 1285, facets final: 288, pending: 31090, pool: 250
I  402.51] Elapsed: 6:43, vertices: 1295, facets final: 291, pending: 30942, pool: 250
I  407.65] Elapsed: 6:48, vertices: 1303, facets final: 295, pending: 30849, pool: 250
I  413.16] Elapsed: 6:53, vertices: 1313, facets final: 299, pending: 31040, pool: 250
I  418.27] Elapsed: 6:58, vertices: 1323, facets final: 301, pending: 31038, pool: 250
I  423.62] Elapsed: 7:04, vertices: 1334, facets final: 305, pending: 31081, pool: 250
I  428.65] Elapsed: 7:09, vertices: 1344, facets final: 307, pending: 31116, pool: 250
I  434.11] Elapsed: 7:14, vertices: 1353, facets final: 308, pending: 31326, pool: 250
I  439.30] Elapsed: 7:19, vertices: 1363, facets final: 311, pending: 31471, pool: 250
I  444.47] Elapsed: 7:24, vertices: 1373, facets final: 315, pending: 31768, pool: 250
I  450.15] Elapsed: 7:30, vertices: 1382, facets final: 316, pending: 31805, pool: 250
I  455.43] Elapsed: 7:35, vertices: 1391, facets final: 319, pending: 32031, pool: 250
I  460.75] Elapsed: 7:41, vertices: 1399, facets final: 321, pending: 32368, pool: 250
I  466.06] Elapsed: 7:46, vertices: 1408, facets final: 326, pending: 32409, pool: 250
I  471.07] Elapsed: 7:51, vertices: 1415, facets final: 328, pending: 32539, pool: 249
I  476.48] Elapsed: 7:56, vertices: 1423, facets final: 328, pending: 32906, pool: 250
I  481.88] Elapsed: 8:02, vertices: 1432, facets final: 330, pending: 33191, pool: 250
I  487.28] Elapsed: 8:07, vertices: 1442, facets final: 334, pending: 33429, pool: 250
I  492.28] Elapsed: 8:12, vertices: 1450, facets final: 337, pending: 33437, pool: 250
I  497.34] Elapsed: 8:17, vertices: 1459, facets final: 339, pending: 33727, pool: 250
I  503.13] Elapsed: 8:23, vertices: 1468, facets final: 345, pending: 33887, pool: 250
I  508.17] Elapsed: 8:28, vertices: 1475, facets final: 347, pending: 33981, pool: 249
I  513.31] Elapsed: 8:33, vertices: 1483, facets final: 347, pending: 33972, pool: 250
I  518.71] Elapsed: 8:39, vertices: 1492, facets final: 349, pending: 34139, pool: 250
I  523.76] Elapsed: 8:44, vertices: 1500, facets final: 351, pending: 34253, pool: 250
I  528.84] Elapsed: 8:49, vertices: 1508, facets final: 355, pending: 34518, pool: 250
I  533.86] Elapsed: 8:54, vertices: 1516, facets final: 357, pending: 34763, pool: 250
I  539.29] Elapsed: 8:59, vertices: 1525, facets final: 360, pending: 35000, pool: 250
I  544.91] Elapsed: 9:05, vertices: 1532, facets final: 366, pending: 35102, pool: 250
I  550.00] Elapsed: 9:10, vertices: 1540, facets final: 368, pending: 35320, pool: 250
I  555.32] Elapsed: 9:15, vertices: 1547, facets final: 371, pending: 35496, pool: 250
I  560.79] Elapsed: 9:21, vertices: 1554, facets final: 375, pending: 35976, pool: 250
I  566.22] Elapsed: 9:26, vertices: 1562, facets final: 381, pending: 36191, pool: 250
I  571.51] Elapsed: 9:32, vertices: 1570, facets final: 384, pending: 36307, pool: 250
I  576.97] Elapsed: 9:37, vertices: 1578, facets final: 388, pending: 36280, pool: 250
I  582.39] Elapsed: 9:42, vertices: 1586, facets final: 395, pending: 36362, pool: 249
I  587.58] Elapsed: 9:48, vertices: 1594, facets final: 398, pending: 36631, pool: 249
I  593.24] Elapsed: 9:53, vertices: 1602, facets final: 400, pending: 36711, pool: 250
I  599.63] Elapsed: 10:00, vertices: 1608, facets final: 404, pending: 36748, pool: 249
I  604.76] Elapsed: 10:05, vertices: 1615, facets final: 404, pending: 36877, pool: 250
I  610.20] Elapsed: 10:10, vertices: 1624, facets final: 406, pending: 36841, pool: 248
I  615.62] Elapsed: 10:16, vertices: 1632, facets final: 411, pending: 37041, pool: 249
I  621.14] Elapsed: 10:21, vertices: 1638, facets final: 413, pending: 37085, pool: 250
I  626.61] Elapsed: 10:27, vertices: 1645, facets final: 418, pending: 37304, pool: 249
I  632.38] Elapsed: 10:32, vertices: 1653, facets final: 425, pending: 37261, pool: 250
I  637.50] Elapsed: 10:38, vertices: 1660, facets final: 430, pending: 37263, pool: 250
I  642.64] Elapsed: 10:43, vertices: 1667, facets final: 435, pending: 37414, pool: 250
I  648.07] Elapsed: 10:48, vertices: 1675, facets final: 437, pending: 37753, pool: 249
I  653.58] Elapsed: 10:54, vertices: 1680, facets final: 439, pending: 37820, pool: 250
I  659.27] Elapsed: 10:59, vertices: 1686, facets final: 441, pending: 38072, pool: 250
I  664.45] Elapsed: 11:04, vertices: 1692, facets final: 444, pending: 38077, pool: 250
I  669.97] Elapsed: 11:10, vertices: 1700, facets final: 447, pending: 38076, pool: 250
I  675.72] Elapsed: 11:16, vertices: 1706, facets final: 447, pending: 38234, pool: 250
I  680.94] Elapsed: 11:21, vertices: 1713, facets final: 449, pending: 38202, pool: 250
I  686.18] Elapsed: 11:26, vertices: 1721, facets final: 450, pending: 38220, pool: 250
I  691.65] Elapsed: 11:32, vertices: 1729, facets final: 451, pending: 38196, pool: 250
I  696.94] Elapsed: 11:37, vertices: 1737, facets final: 452, pending: 38255, pool: 250
I  702.50] Elapsed: 11:43, vertices: 1745, facets final: 456, pending: 38368, pool: 250
I  707.86] Elapsed: 11:48, vertices: 1753, facets final: 458, pending: 38343, pool: 250
I  713.44] Elapsed: 11:53, vertices: 1761, facets final: 463, pending: 38518, pool: 250
I  718.45] Elapsed: 11:58, vertices: 1768, facets final: 467, pending: 38452, pool: 250
I  723.92] Elapsed: 12:04, vertices: 1774, facets final: 473, pending: 38423, pool: 250
