C applying rule 23.txt for base35.txt
I    5.01] Elapsed: 5.01, vertices: 220, facets final: 7, pending: 15765, pool: 200
I   10.02] Elapsed: 10.02, vertices: 306, facets final: 12, pending: 23155, pool: 200
I   15.02] Elapsed: 15.02, vertices: 371, facets final: 13, pending: 28031, pool: 200
I   20.02] Elapsed: 20.02, vertices: 426, facets final: 14, pending: 31496, pool: 200
I   25.04] Elapsed: 25.04, vertices: 476, facets final: 20, pending: 35804, pool: 199
I   30.12] Elapsed: 30.12, vertices: 521, facets final: 20, pending: 38887, pool: 200
I   35.23] Elapsed: 35.23, vertices: 562, facets final: 23, pending: 41987, pool: 200
I   40.31] Elapsed: 40.31, vertices: 601, facets final: 27, pending: 44665, pool: 200
I   45.41] Elapsed: 45.41, vertices: 637, facets final: 30, pending: 46954, pool: 200
I   50.49] Elapsed: 50.49, vertices: 672, facets final: 31, pending: 48880, pool: 200
I   55.49] Elapsed: 55.49, vertices: 704, facets final: 34, pending: 50575, pool: 200
I   60.64] Elapsed: 1:01, vertices: 736, facets final: 36, pending: 51480, pool: 200
I   65.72] Elapsed: 1:06, vertices: 767, facets final: 40, pending: 53063, pool: 200
I   70.81] Elapsed: 1:11, vertices: 799, facets final: 42, pending: 54742, pool: 200
I   76.01] Elapsed: 1:16, vertices: 829, facets final: 44, pending: 56329, pool: 200
I   81.08] Elapsed: 1:21, vertices: 858, facets final: 47, pending: 59392, pool: 200
I   86.27] Elapsed: 1:26, vertices: 882, facets final: 49, pending: 60648, pool: 200
I   91.48] Elapsed: 1:31, vertices: 909, facets final: 53, pending: 63024, pool: 200
I   96.62] Elapsed: 1:37, vertices: 932, facets final: 59, pending: 64589, pool: 200
I  101.88] Elapsed: 1:42, vertices: 957, facets final: 60, pending: 65591, pool: 200
I  107.04] Elapsed: 1:47, vertices: 979, facets final: 64, pending: 67215, pool: 200
I  112.14] Elapsed: 1:52, vertices: 1003, facets final: 67, pending: 67905, pool: 200
I  117.25] Elapsed: 1:57, vertices: 1023, facets final: 70, pending: 68177, pool: 200
I  122.34] Elapsed: 2:02, vertices: 1042, facets final: 72, pending: 69192, pool: 200
I  127.42] Elapsed: 2:07, vertices: 1060, facets final: 74, pending: 69943, pool: 200
I  132.53] Elapsed: 2:13, vertices: 1081, facets final: 75, pending: 70604, pool: 200
I  137.56] Elapsed: 2:18, vertices: 1099, facets final: 76, pending: 71788, pool: 200
I  142.77] Elapsed: 2:23, vertices: 1118, facets final: 76, pending: 72293, pool: 200
I  147.78] Elapsed: 2:28, vertices: 1136, facets final: 78, pending: 72961, pool: 200
I  152.98] Elapsed: 2:33, vertices: 1156, facets final: 83, pending: 73852, pool: 200
I  158.06] Elapsed: 2:38, vertices: 1177, facets final: 86, pending: 74552, pool: 200
I  163.21] Elapsed: 2:43, vertices: 1197, facets final: 88, pending: 75232, pool: 200
I  168.37] Elapsed: 2:48, vertices: 1218, facets final: 94, pending: 76342, pool: 199
I  173.43] Elapsed: 2:53, vertices: 1237, facets final: 96, pending: 77168, pool: 200
I  178.45] Elapsed: 2:58, vertices: 1254, facets final: 99, pending: 77934, pool: 200
I  183.58] Elapsed: 3:04, vertices: 1272, facets final: 99, pending: 78188, pool: 200
I  188.68] Elapsed: 3:09, vertices: 1289, facets final: 100, pending: 78321, pool: 200
I  193.86] Elapsed: 3:14, vertices: 1308, facets final: 102, pending: 78833, pool: 200
I  198.96] Elapsed: 3:19, vertices: 1324, facets final: 105, pending: 79259, pool: 200
I  204.08] Elapsed: 3:24, vertices: 1341, facets final: 109, pending: 79718, pool: 200
I  209.15] Elapsed: 3:29, vertices: 1360, facets final: 111, pending: 80718, pool: 200
I  214.22] Elapsed: 3:34, vertices: 1377, facets final: 115, pending: 81297, pool: 200
I  219.29] Elapsed: 3:39, vertices: 1393, facets final: 119, pending: 81805, pool: 200
I  224.30] Elapsed: 3:44, vertices: 1409, facets final: 122, pending: 82816, pool: 200
I  229.37] Elapsed: 3:49, vertices: 1424, facets final: 126, pending: 83177, pool: 200
I  234.39] Elapsed: 3:54, vertices: 1441, facets final: 128, pending: 83705, pool: 200
I  239.83] Elapsed: 4:00, vertices: 1459, facets final: 134, pending: 83771, pool: 200
I  244.85] Elapsed: 4:05, vertices: 1478, facets final: 141, pending: 84207, pool: 200
I  250.00] Elapsed: 4:10, vertices: 1497, facets final: 145, pending: 84450, pool: 200
I  255.19] Elapsed: 4:15, vertices: 1512, facets final: 146, pending: 84951, pool: 200
I  260.36] Elapsed: 4:20, vertices: 1531, facets final: 150, pending: 85224, pool: 200
I  265.56] Elapsed: 4:26, vertices: 1549, facets final: 151, pending: 86150, pool: 200
I  270.73] Elapsed: 4:31, vertices: 1567, facets final: 154, pending: 86529, pool: 200
I  276.16] Elapsed: 4:36, vertices: 1581, facets final: 157, pending: 87127, pool: 200
I  281.31] Elapsed: 4:41, vertices: 1597, facets final: 158, pending: 87987, pool: 200
I  286.52] Elapsed: 4:47, vertices: 1613, facets final: 162, pending: 88615, pool: 200
I  291.67] Elapsed: 4:52, vertices: 1629, facets final: 163, pending: 88778, pool: 200
I  296.85] Elapsed: 4:57, vertices: 1643, facets final: 166, pending: 89050, pool: 200
I  301.93] Elapsed: 5:02, vertices: 1660, facets final: 167, pending: 89352, pool: 200
I  306.98] Elapsed: 5:07, vertices: 1675, facets final: 175, pending: 89795, pool: 200
I  312.38] Elapsed: 5:12, vertices: 1687, facets final: 175, pending: 90048, pool: 200
I  317.58] Elapsed: 5:18, vertices: 1703, facets final: 177, pending: 90124, pool: 199
I  322.84] Elapsed: 5:23, vertices: 1717, facets final: 181, pending: 90209, pool: 200
I  328.35] Elapsed: 5:28, vertices: 1732, facets final: 183, pending: 90132, pool: 200
I  333.57] Elapsed: 5:34, vertices: 1748, facets final: 186, pending: 90331, pool: 200
I  338.89] Elapsed: 5:39, vertices: 1764, facets final: 190, pending: 91261, pool: 200
I  344.08] Elapsed: 5:44, vertices: 1781, facets final: 193, pending: 91482, pool: 200
I  349.13] Elapsed: 5:49, vertices: 1795, facets final: 195, pending: 91720, pool: 200
I  354.38] Elapsed: 5:54, vertices: 1808, facets final: 200, pending: 91694, pool: 200
I  359.66] Elapsed: 6:00, vertices: 1823, facets final: 203, pending: 91744, pool: 200
I  364.68] Elapsed: 6:05, vertices: 1838, facets final: 210, pending: 92279, pool: 200
I  369.72] Elapsed: 6:10, vertices: 1851, facets final: 214, pending: 92171, pool: 200
I  374.94] Elapsed: 6:15, vertices: 1867, facets final: 221, pending: 92469, pool: 200
I  380.06] Elapsed: 6:20, vertices: 1879, facets final: 223, pending: 92766, pool: 200
I  385.19] Elapsed: 6:25, vertices: 1894, facets final: 226, pending: 93049, pool: 200
I  390.21] Elapsed: 6:30, vertices: 1909, facets final: 228, pending: 93432, pool: 200
I  395.32] Elapsed: 6:35, vertices: 1923, facets final: 231, pending: 93873, pool: 200
I  400.37] Elapsed: 6:40, vertices: 1939, facets final: 233, pending: 94171, pool: 200
I  405.76] Elapsed: 6:46, vertices: 1954, facets final: 237, pending: 93953, pool: 200
I  410.91] Elapsed: 6:51, vertices: 1968, facets final: 239, pending: 94523, pool: 200
I  415.95] Elapsed: 6:56, vertices: 1983, facets final: 245, pending: 94557, pool: 200
I  421.06] Elapsed: 7:01, vertices: 1998, facets final: 246, pending: 94783, pool: 200
I  426.16] Elapsed: 7:06, vertices: 2012, facets final: 250, pending: 94765, pool: 200
I  431.50] Elapsed: 7:12, vertices: 2027, facets final: 251, pending: 95049, pool: 200
I  436.90] Elapsed: 7:17, vertices: 2041, facets final: 251, pending: 94852, pool: 200
I  442.14] Elapsed: 7:22, vertices: 2055, facets final: 252, pending: 95067, pool: 200
I  447.49] Elapsed: 7:27, vertices: 2071, facets final: 256, pending: 95139, pool: 200
I  452.54] Elapsed: 7:33, vertices: 2087, facets final: 258, pending: 94955, pool: 200
I  457.72] Elapsed: 7:38, vertices: 2103, facets final: 266, pending: 95598, pool: 200
I  462.89] Elapsed: 7:43, vertices: 2119, facets final: 267, pending: 95665, pool: 200
I  468.09] Elapsed: 7:48, vertices: 2134, facets final: 269, pending: 95726, pool: 200
I  473.14] Elapsed: 7:53, vertices: 2150, facets final: 275, pending: 96269, pool: 200
I  478.20] Elapsed: 7:58, vertices: 2162, facets final: 278, pending: 96013, pool: 200
I  483.24] Elapsed: 8:03, vertices: 2177, facets final: 281, pending: 95886, pool: 200
I  488.57] Elapsed: 8:09, vertices: 2192, facets final: 285, pending: 96132, pool: 200
I  493.68] Elapsed: 8:14, vertices: 2202, facets final: 287, pending: 96050, pool: 200
I  498.85] Elapsed: 8:19, vertices: 2217, facets final: 290, pending: 96088, pool: 200
I  504.23] Elapsed: 8:24, vertices: 2231, facets final: 296, pending: 96237, pool: 200
I  509.59] Elapsed: 8:30, vertices: 2245, facets final: 299, pending: 96276, pool: 200
I  515.44] Elapsed: 8:35, vertices: 2259, facets final: 302, pending: 97131, pool: 200
I  520.81] Elapsed: 8:41, vertices: 2272, facets final: 308, pending: 97284, pool: 200
I  526.20] Elapsed: 8:46, vertices: 2284, facets final: 311, pending: 96794, pool: 200
I  531.49] Elapsed: 8:51, vertices: 2299, facets final: 314, pending: 97359, pool: 200
I  536.90] Elapsed: 8:57, vertices: 2312, facets final: 317, pending: 97565, pool: 200
I  542.30] Elapsed: 9:02, vertices: 2325, facets final: 320, pending: 97584, pool: 200
I  547.47] Elapsed: 9:07, vertices: 2341, facets final: 327, pending: 97607, pool: 200
I  552.55] Elapsed: 9:13, vertices: 2352, facets final: 336, pending: 97782, pool: 200
I  557.56] Elapsed: 9:18, vertices: 2364, facets final: 340, pending: 97970, pool: 200
I  562.74] Elapsed: 9:23, vertices: 2375, facets final: 343, pending: 97930, pool: 200
I  567.94] Elapsed: 9:28, vertices: 2387, facets final: 347, pending: 97825, pool: 200
I  573.36] Elapsed: 9:33, vertices: 2403, facets final: 356, pending: 98365, pool: 200
I  578.40] Elapsed: 9:38, vertices: 2417, facets final: 364, pending: 98417, pool: 200
I  583.58] Elapsed: 9:44, vertices: 2431, facets final: 364, pending: 98317, pool: 200
I  588.80] Elapsed: 9:49, vertices: 2445, facets final: 373, pending: 98120, pool: 200
I  593.91] Elapsed: 9:54, vertices: 2460, facets final: 374, pending: 98478, pool: 200
I  599.18] Elapsed: 9:59, vertices: 2474, facets final: 374, pending: 98462, pool: 200
I  605.13] Elapsed: 10:05, vertices: 2488, facets final: 376, pending: 98598, pool: 200
I  610.35] Elapsed: 10:10, vertices: 2502, facets final: 380, pending: 98819, pool: 200
I  615.45] Elapsed: 10:15, vertices: 2516, facets final: 385, pending: 99097, pool: 200
