C copy string: rs=cd:ab;ad,bd,dr,ds;ac,bc,cr,cs; ineq: base20.txt
I    5.02] Elapsed: 5.02, vertices: 156, facets final: 19, pending: 14239, pool: 300
I   10.10] Elapsed: 10.10, vertices: 209, facets final: 26, pending: 21263, pool: 300
I   15.20] Elapsed: 15.20, vertices: 255, facets final: 32, pending: 24422, pool: 300
I   20.27] Elapsed: 20.27, vertices: 298, facets final: 35, pending: 27755, pool: 300
I   25.34] Elapsed: 25.34, vertices: 335, facets final: 39, pending: 30480, pool: 300
I   30.40] Elapsed: 30.40, vertices: 371, facets final: 42, pending: 32777, pool: 300
I   35.45] Elapsed: 35.45, vertices: 402, facets final: 44, pending: 34546, pool: 300
I   40.52] Elapsed: 40.52, vertices: 433, facets final: 45, pending: 37119, pool: 300
I   45.55] Elapsed: 45.55, vertices: 462, facets final: 49, pending: 39890, pool: 300
I   50.61] Elapsed: 50.61, vertices: 489, facets final: 56, pending: 42008, pool: 299
I   55.79] Elapsed: 55.79, vertices: 515, facets final: 61, pending: 44330, pool: 300
I   60.79] Elapsed: 1:01, vertices: 537, facets final: 69, pending: 45687, pool: 300
I   65.96] Elapsed: 1:06, vertices: 561, facets final: 75, pending: 46991, pool: 300
I   70.99] Elapsed: 1:11, vertices: 584, facets final: 77, pending: 47785, pool: 300
I   76.25] Elapsed: 1:16, vertices: 608, facets final: 80, pending: 49428, pool: 300
I   81.43] Elapsed: 1:21, vertices: 630, facets final: 82, pending: 50314, pool: 300
I   86.54] Elapsed: 1:27, vertices: 651, facets final: 88, pending: 51577, pool: 300
I   91.59] Elapsed: 1:32, vertices: 673, facets final: 90, pending: 53010, pool: 300
I   96.65] Elapsed: 1:37, vertices: 692, facets final: 95, pending: 55815, pool: 300
I  102.01] Elapsed: 1:42, vertices: 709, facets final: 99, pending: 58044, pool: 300
I  107.01] Elapsed: 1:47, vertices: 727, facets final: 103, pending: 59249, pool: 300
I  112.19] Elapsed: 1:52, vertices: 746, facets final: 107, pending: 60150, pool: 300
I  117.30] Elapsed: 1:57, vertices: 764, facets final: 110, pending: 61369, pool: 300
I  122.36] Elapsed: 2:02, vertices: 779, facets final: 115, pending: 63118, pool: 300
I  127.38] Elapsed: 2:07, vertices: 793, facets final: 121, pending: 63731, pool: 300
I  132.66] Elapsed: 2:13, vertices: 809, facets final: 122, pending: 65046, pool: 300
I  137.82] Elapsed: 2:18, vertices: 826, facets final: 126, pending: 65006, pool: 300
I  143.20] Elapsed: 2:23, vertices: 841, facets final: 130, pending: 66354, pool: 300
I  148.37] Elapsed: 2:28, vertices: 855, facets final: 132, pending: 67199, pool: 299
I  153.51] Elapsed: 2:34, vertices: 869, facets final: 134, pending: 68037, pool: 300
I  159.13] Elapsed: 2:39, vertices: 884, facets final: 136, pending: 68753, pool: 300
I  164.30] Elapsed: 2:44, vertices: 899, facets final: 139, pending: 69345, pool: 300
I  169.60] Elapsed: 2:50, vertices: 913, facets final: 139, pending: 69978, pool: 300
I  174.71] Elapsed: 2:55, vertices: 925, facets final: 141, pending: 70987, pool: 300
I  179.88] Elapsed: 3:00, vertices: 939, facets final: 142, pending: 71748, pool: 300
I  185.06] Elapsed: 3:05, vertices: 951, facets final: 143, pending: 72458, pool: 300
I  190.11] Elapsed: 3:10, vertices: 967, facets final: 146, pending: 74022, pool: 300
I  195.23] Elapsed: 3:15, vertices: 979, facets final: 150, pending: 74151, pool: 300
I  200.52] Elapsed: 3:21, vertices: 993, facets final: 155, pending: 75458, pool: 300
I  205.58] Elapsed: 3:26, vertices: 1005, facets final: 159, pending: 76311, pool: 300
I  210.69] Elapsed: 3:31, vertices: 1016, facets final: 160, pending: 76610, pool: 300
I  215.86] Elapsed: 3:36, vertices: 1027, facets final: 161, pending: 77559, pool: 300
I  222.01] Elapsed: 3:42, vertices: 1038, facets final: 161, pending: 77998, pool: 300
I  227.14] Elapsed: 3:47, vertices: 1047, facets final: 164, pending: 78285, pool: 300
I  232.23] Elapsed: 3:52, vertices: 1058, facets final: 169, pending: 79734, pool: 300
I  237.36] Elapsed: 3:57, vertices: 1069, facets final: 170, pending: 80317, pool: 300
I  242.74] Elapsed: 4:03, vertices: 1078, facets final: 175, pending: 80409, pool: 300
I  247.78] Elapsed: 4:08, vertices: 1088, facets final: 177, pending: 80919, pool: 300
I  252.99] Elapsed: 4:13, vertices: 1096, facets final: 178, pending: 80590, pool: 299
I  258.70] Elapsed: 4:19, vertices: 1108, facets final: 179, pending: 81193, pool: 300
I  264.68] Elapsed: 4:25, vertices: 1118, facets final: 182, pending: 82606, pool: 300
I  269.78] Elapsed: 4:30, vertices: 1128, facets final: 183, pending: 82969, pool: 300
I  274.95] Elapsed: 4:35, vertices: 1138, facets final: 188, pending: 83595, pool: 300
I  280.06] Elapsed: 4:40, vertices: 1148, facets final: 189, pending: 84230, pool: 300
I  285.25] Elapsed: 4:45, vertices: 1157, facets final: 191, pending: 84910, pool: 300
I  290.42] Elapsed: 4:50, vertices: 1165, facets final: 192, pending: 85594, pool: 300
I  295.85] Elapsed: 4:56, vertices: 1175, facets final: 193, pending: 86325, pool: 300
I  301.02] Elapsed: 5:01, vertices: 1184, facets final: 196, pending: 86386, pool: 300
I  306.75] Elapsed: 5:07, vertices: 1194, facets final: 197, pending: 87163, pool: 300
I  312.10] Elapsed: 5:12, vertices: 1203, facets final: 198, pending: 87537, pool: 300
I  317.39] Elapsed: 5:17, vertices: 1213, facets final: 201, pending: 88607, pool: 300
I  322.76] Elapsed: 5:23, vertices: 1223, facets final: 203, pending: 89134, pool: 300
I  328.31] Elapsed: 5:28, vertices: 1234, facets final: 204, pending: 89591, pool: 300
I  333.69] Elapsed: 5:34, vertices: 1243, facets final: 204, pending: 90379, pool: 300
I  338.80] Elapsed: 5:39, vertices: 1252, facets final: 206, pending: 91101, pool: 300
I  343.96] Elapsed: 5:44, vertices: 1262, facets final: 207, pending: 91501, pool: 300
I  349.23] Elapsed: 5:49, vertices: 1271, facets final: 211, pending: 92392, pool: 300
I  354.25] Elapsed: 5:54, vertices: 1281, facets final: 211, pending: 93014, pool: 300
I  359.50] Elapsed: 6:00, vertices: 1291, facets final: 215, pending: 93881, pool: 300
I  365.00] Elapsed: 6:05, vertices: 1299, facets final: 217, pending: 93985, pool: 300
I  370.33] Elapsed: 6:10, vertices: 1306, facets final: 220, pending: 93949, pool: 300
I  375.34] Elapsed: 6:15, vertices: 1315, facets final: 222, pending: 94210, pool: 300
I  380.65] Elapsed: 6:21, vertices: 1323, facets final: 222, pending: 95119, pool: 300
I  386.09] Elapsed: 6:26, vertices: 1333, facets final: 224, pending: 95966, pool: 300
I  391.09] Elapsed: 6:31, vertices: 1342, facets final: 224, pending: 96317, pool: 300
I  396.22] Elapsed: 6:36, vertices: 1350, facets final: 224, pending: 96234, pool: 300
I  401.22] Elapsed: 6:41, vertices: 1357, facets final: 225, pending: 96884, pool: 300
I  406.29] Elapsed: 6:46, vertices: 1364, facets final: 227, pending: 97565, pool: 300
I  411.52] Elapsed: 6:52, vertices: 1373, facets final: 228, pending: 98031, pool: 300
I  416.88] Elapsed: 6:57, vertices: 1382, facets final: 229, pending: 98511, pool: 299
I  422.09] Elapsed: 7:02, vertices: 1392, facets final: 231, pending: 98980, pool: 300
I  427.71] Elapsed: 7:08, vertices: 1400, facets final: 231, pending: 100135, pool: 300
I  432.87] Elapsed: 7:13, vertices: 1409, facets final: 233, pending: 101210, pool: 300
I  438.24] Elapsed: 7:18, vertices: 1418, facets final: 235, pending: 101875, pool: 299
I  443.29] Elapsed: 7:23, vertices: 1424, facets final: 235, pending: 102567, pool: 300
I  448.67] Elapsed: 7:29, vertices: 1433, facets final: 235, pending: 103523, pool: 300
I  453.79] Elapsed: 7:34, vertices: 1441, facets final: 236, pending: 104512, pool: 300
I  459.05] Elapsed: 7:39, vertices: 1448, facets final: 238, pending: 105187, pool: 300
I  464.08] Elapsed: 7:44, vertices: 1455, facets final: 240, pending: 105909, pool: 300
I  469.28] Elapsed: 7:49, vertices: 1463, facets final: 242, pending: 106231, pool: 300
I  474.69] Elapsed: 7:55, vertices: 1471, facets final: 244, pending: 107181, pool: 300
I  479.86] Elapsed: 8:00, vertices: 1479, facets final: 245, pending: 107731, pool: 300
I  485.15] Elapsed: 8:05, vertices: 1488, facets final: 248, pending: 108265, pool: 300
I  490.15] Elapsed: 8:10, vertices: 1497, facets final: 250, pending: 108255, pool: 300
I  495.32] Elapsed: 8:15, vertices: 1505, facets final: 250, pending: 108746, pool: 300
