# Normalized entropy inequalities for four random variables
#
# Coefficients are normalized and the list is in increasing order.
# Number of inequalities is 532.
#
#         Coefficients                                                                         label
#
1, 0.083333,1.833333,1.833333, 0       ,1.333333,1.333333, 0       ,0       ,0       ,0       , copy:170:39
1, 0.090909,1.818182,1.818182, 0       ,1.181818,1.181818, 0       ,0       ,0       ,0       , copy:170:38
1, 0.100000,1.600000,1.600000, 0       ,1.400000,1.400000, 0       ,0       ,0       ,0       , copy:170:35
1, 0.100000,1.700000,1.700000, 0       ,1.200000,1.200000, 0       ,0       ,0       ,0       , copy:170:36
1, 0.100000,4.000000,4.000000, 0       ,0.300000,0.300000, 0       ,0       ,0       ,0       , copy:195:20
1, 0.111111,2.111111,2.111111, 0       ,0.666667,0.666667, 0       ,0       ,0       ,0       , copy:186:26
1, 0.111111,3.777778,3.777778, 0       ,0.222222,0.222222, 0       ,0       ,0       ,0       , copy:195:19
1, 0.125000,1.625000,1.625000, 0       ,1.000000,1.000000, 0       ,0       ,0       ,0       , copy:170:31
1, 0.125000,2.000000,1.875000, 0       ,0.625000,0.625000, 0       ,0       ,0       ,0       , copy:219:65
1, 0.125000,2.250000,2.250000, 0       ,0.500000,0.500000, 0       ,0       ,0       ,0       , copy:186:24
1, 0.125000,3.750000,3.750000, 0       ,0.125000,0.125000, 0       ,0       ,0       ,0       , copy:195:17
1, 0.142857,1.285714,1.285714, 0       ,2.000000,2.000000, 0       ,0       ,0       ,0       , dfz:87:116
1, 0.142857,1.428571,1.428571, 0       ,1.142857,1.142857, 0       ,0       ,0       ,0       , copy:170:26
1, 0.142857,1.714286,1.714286, 0       ,0.714286,0.714286, 0       ,0       ,0       ,0       , dfz:13:13
1, 0.142857,2.142857,2.000000, 0       ,0.428571,0.428571, 0       ,0       ,0       ,0       , copy:219:56
1, 0.142857,3.285714,3.285714, 0       ,0.142857,0.142857, 0       ,0       ,0       ,0       , copy:195:14
1, 0.142857,4.000000,4.000000, 0       ,0       ,0       , 0       ,0       ,0       ,0       , copy:195:15
1, 0.166667,1.166667,1.166667, 0       ,1.833333,1.833333, 0       ,0       ,0       ,0       , dfz:87:126
1, 0.166667,3.500000,3.500000, 0       ,0       ,0       , 0       ,0       ,0       ,0       , copy:195:12
1, 0.200000,1.000000,1.000000, 0       ,2.000000,2.000000, 0       ,0       ,0       ,0       , dfz:87:87
1, 0.200000,1.400000,1.200000, 0       ,0.800000,0.800000, 0       ,0       ,0       ,0       , dfz:158:173
1, 0.200000,1.600000,1.200000, 0       ,0.600000,0.600000, 0       ,0       ,0       ,0       , copy:168:90
1, 0.200000,1.600000,1.400000, 0       ,0.600000,0.400000, 0       ,0       ,0       ,0       , dfz:18:18
1, 0.200000,1.800000,1.700000, 0       ,0.400000,0.300000, 0       ,0       ,0       ,0       , dfz:193:203
1, 0.200000,2.800000,1.800000, 0       ,0.200000,0.400000, 0       ,0       ,0       ,0       , dfz:125:136
1, 0.222222,2.833333,1.666667, 0       ,0.166667,0.333333, 0       ,0       ,0       ,0       , dfz:125:141
1, 0.250000,0.875000,0.875000, 0       ,1.500000,1.375000, 0       ,0       ,0       ,0       , copy:148:301
1, 0.250000,1.000000,0.875000, 0       ,1.250000,1.125000, 0       ,0       ,0       ,0       , copy:148:304
1, 0.250000,1.250000,1.000000, 0       ,0.750000,0.750000, 0       ,0       ,0       ,0       , dfz:158:158
1, 0.250000,1.500000,1.000000, 0       ,0.500000,1.000000, 0       ,0       ,0       ,0       , dfz:28:28
1, 0.250000,1.750000,1.500000, 0       ,0.250000,0.250000, 0       ,0       ,0       ,0       , dfz:23:23
1, 0.250000,1.750000,1.625000, 0       ,0.250000,0.125000, 0       ,0       ,0       ,0       , dfz:193:193
1, 0.250000,2.250000,1.750000, 0.250000,0.250000,0       , 0       ,0       ,0       ,0       , dfz:169:169
1, 0.250000,2.250000,2.000000, 0       ,0       ,0       , 0       ,0       ,0       ,0       , copy:163:8
1, 0.250000,2.875000,1.500000, 0       ,0.125000,0.500000, 0       ,0       ,0       ,0       , dfz:125:125
1, 0.285714,0.857143,0.857143, 0       ,1.285714,1.142857, 0       ,0       ,0       ,0       , copy:148:223
1, 0.333333,1.000000,0.833333, 0       ,0.666667,0.833333, 0       ,0       ,0       ,0       , dfz:132:132
1, 0.333333,1.166667,1.000000, 0       ,0.166667,0.333333, 0       ,0       ,0       ,0       , dfz:167:167
1, 0.333333,1.333333,0.666667, 0       ,2.000000,2.000000, 0       ,0       ,0       ,0       , copy:218:23
1, 0.333333,1.333333,0.833333, 0       ,0.333333,0.166667, 0       ,0       ,0       ,0       , dfz:180:180
1, 0.333333,1.444444,0.888889, 0       ,0.222222,1.000000, 0       ,0       ,0       ,0       , dfz:128:128
1, 0.333333,1.666667,1.333333, 0.333333,0       ,0.333333, 0       ,0       ,0       ,0       , dfz:96:96
1, 0.333333,1.666667,1.333333, 0.333333,0.333333,0       , 0       ,0       ,0       ,0       , dfz:58:58
1, 0.333333,1.666667,1.666667, 0       ,0       ,0       , 0       ,0       ,0       ,0       , dfz:94:94
1, 0.333333,2.083333,1.500000, 0       ,0.250000,0       , 0       ,0       ,0       ,0       , dfz:112:134
1, 0.400000,0.800000,0.800000, 0       ,1.200000,1.000000, 0       ,0       ,0       ,0       , copy:162:70
